FIPS,gop_2000_votes,dem_2000_votes,totalvotes_2000,gop_2000_prc,dem_2000_prc,gop_minus_dem_prc_2000,gop_2004_votes,dem_2004_votes,totalvotes_2004,gop_2004_prc,dem_2004_prc,gop_minus_dem_prc_2004,gop_2008_votes,dem_2008_votes,totalvotes_2008,gop_2008_prc,dem_2008_prc,gop_minus_dem_prc_2008,gop_2012_votes,dem_2012_votes,totalvotes_2012,gop_2012_prc,dem_2012_prc,gop_minus_dem_prc_2012,gop_2016_votes,dem_2016_votes,totalvotes_2016,gop_2016_prc,dem_2016_prc,gop_minus_dem_prc_2016
26093,44637.00,28780.00,75475.00,59.14,38.13,21.01,58860.00,33991.00,93742.00,62.79,36.26,26.53,55592.00,42349.00,99638.00,55.79,42.50,13.29,60083.00,37216.00,98337.00,61.10,37.85,23.25,65680.00,34384.00,105866.00,62.04,32.48,29.56
26095,1480.00,956.00,2536.00,58.36,37.70,20.66,1749.00,1045.00,2829.00,61.82,36.94,24.88,1490.00,1191.00,2740.00,54.38,43.47,10.91,1580.00,991.00,2596.00,60.86,38.17,22.69,1756.00,681.00,2579.00,68.09,26.41,41.68
26097,3272.00,2533.00,5970.00,54.81,42.43,12.38,3706.00,2819.00,6599.00,56.16,42.72,13.44,3268.00,3027.00,6396.00,51.09,47.33,3.76,3397.00,2652.00,6099.00,55.70,43.48,12.22,3744.00,2085.00,6097.00,61.41,34.20,27.21
26099,164265.00,172625.00,345559.00,47.54,49.96,-2.42,202166.00,196160.00,402410.00,50.24,48.75,1.49,187663.00,223784.00,419216.00,44.77,53.38,-8.61,191913.00,208016.00,404086.00,47.49,51.48,-3.99,224665.00,176317.00,419312.00,53.58,42.05,11.53
26101,5401.00,5639.00,11428.00,47.26,49.34,-2.08,6295.00,6272.00,12740.00,49.41,49.23,0.18,5510.00,7235.00,13009.00,42.36,55.62,-13.26,5737.00,6473.00,12402.00,46.26,52.19,-5.93,6915.00,4979.00,12599.00,54.89,39.52,15.37
26103,12577.00,15503.00,29179.00,43.10,53.13,-10.03,14690.00,17412.00,32488.00,45.22,53.60,-8.38,12906.00,19635.00,33185.00,38.89,59.17,-20.28,13606.00,18115.00,32194.00,42.26,56.27,-14.01,14646.00,16042.00,32976.00,44.41,48.65,-4.24
26105,7066.00,5579.00,13016.00,54.29,42.86,11.43,8124.00,6333.00,14611.00,55.60,43.34,12.26,7147.00,7817.00,15223.00,46.95,51.35,-4.40,7580.00,6856.00,14604.00,51.90,46.95,4.95,8505.00,5281.00,14685.00,57.92,35.96,21.96
26107,8072.00,6300.00,14754.00,54.71,42.70,12.01,9710.00,7730.00,17581.00,55.23,43.97,11.26,9238.00,9101.00,18664.00,49.50,48.76,0.74,9176.00,7515.00,16913.00,54.25,44.43,9.82,10305.00,5827.00,17168.00,60.02,33.94,26.08
26109,5529.00,4597.00,10434.00,52.99,44.06,8.93,5942.00,5326.00,11419.00,52.04,46.64,5.40,4855.00,5981.00,11072.00,43.85,54.02,-10.17,5564.00,5242.00,10923.00,50.94,47.99,2.95,6702.00,3539.00,10768.00,62.24,32.87,29.37
26111,21887.00,15959.00,38888.00,56.28,41.04,15.24,24369.00,18355.00,43275.00,56.31,42.41,13.90,22263.00,20701.00,43707.00,50.94,47.36,3.58,23919.00,17450.00,41754.00,57.29,41.79,15.50,23846.00,15635.00,42506.00,56.10,36.78,19.32
26113,4274.00,2062.00,6496.00,65.79,31.74,34.05,5055.00,2319.00,7421.00,68.12,31.25,36.87,4469.00,2898.00,7492.00,59.65,38.68,20.97,4665.00,2274.00,7027.00,66.39,32.36,34.03,5386.00,1565.00,7317.00,73.61,21.39,52.22
26115,28940.00,31555.00,61795.00,46.83,51.06,-4.23,37470.00,36089.00,74132.00,50.54,48.68,1.86,35858.00,39180.00,76422.00,46.92,51.27,-4.35,35593.00,36310.00,72853.00,48.86,49.84,-0.98,43261.00,26863.00,74218.00,58.29,36.19,22.10
26117,12696.00,9627.00,22904.00,55.43,42.03,13.40,14968.00,11471.00,26734.00,55.99,42.91,13.08,13291.00,13208.00,27051.00,49.13,48.83,0.30,13621.00,11430.00,25431.00,53.56,44.95,8.61,16907.00,7874.00,26609.00,63.54,29.59,33.95
26119,2750.00,2139.00,5009.00,54.90,42.70,12.20,3300.00,2196.00,5563.00,59.32,39.48,19.84,2841.00,2403.00,5360.00,53.00,44.83,8.17,2928.00,2049.00,5051.00,57.97,40.57,17.40,3498.00,1287.00,5009.00,69.83,25.69,44.14
26121,30028.00,37865.00,69270.00,43.35,54.66,-11.31,35302.00,44282.00,80313.00,43.96,55.14,-11.18,29145.00,53821.00,84271.00,34.58,63.87,-29.29,30884.00,44436.00,76163.00,40.55,58.34,-17.79,36127.00,37304.00,78088.00,46.26,47.77,-1.51
26123,11399.00,7677.00,19557.00,58.29,39.25,19.04,13608.00,9057.00,22873.00,59.49,39.60,19.89,11862.00,10790.00,23105.00,51.34,46.70,4.64,12457.00,8728.00,21478.00,58.00,40.64,17.36,15173.00,6212.00,22640.00,67.02,27.44,39.58
26125,274319.00,281201.00,570265.00,48.10,49.31,-1.21,316633.00,319387.00,641977.00,49.32,49.75,-0.43,276956.00,372566.00,659068.00,42.02,56.53,-14.51,296514.00,349002.00,651607.00,45.51,53.56,-8.05,289203.00,343070.00,664614.00,43.51,51.62,-8.11
26127,5913.00,4597.00,10772.00,54.89,42.68,12.21,6677.00,5441.00,12297.00,54.30,44.25,10.05,5860.00,6405.00,12509.00,46.85,51.20,-4.35,6239.00,5063.00,11450.00,54.49,44.22,10.27,7228.00,3973.00,11930.00,60.59,33.30,27.29
26129,4706.00,4896.00,9855.00,47.75,49.68,-1.93,5454.00,5215.00,10796.00,50.52,48.30,2.22,5133.00,5391.00,10768.00,47.67,50.07,-2.40,5437.00,4791.00,10361.00,52.48,46.24,6.24,6827.00,3030.00,10387.00,65.73,29.17,36.56
26131,2472.00,1514.00,4151.00,59.55,36.47,23.08,2262.00,1863.00,4192.00,53.96,44.44,9.52,1823.00,1966.00,3885.00,46.92,50.60,-3.68,1906.00,1586.00,3539.00,53.86,44.81,9.05,2066.00,1176.00,3426.00,60.30,34.33,25.97
26133,5680.00,4006.00,9930.00,57.20,40.34,16.86,6599.00,4467.00,11188.00,58.98,39.93,19.05,5973.00,4855.00,11026.00,54.17,44.03,10.14,6141.00,3981.00,10278.00,59.75,38.73,21.02,7336.00,2705.00,10609.00,69.15,25.50,43.65
26135,2207.00,1677.00,3992.00,55.29,42.01,13.28,2570.00,1792.00,4409.00,58.29,40.64,17.65,2320.00,1887.00,4328.00,53.60,43.60,10.00,2308.00,1657.00,4042.00,57.10,40.99,16.11,2843.00,1044.00,4073.00,69.80,25.63,44.17
26137,6108.00,4034.00,10505.00,58.14,38.40,19.74,7470.00,4674.00,12307.00,60.70,37.98,22.72,6752.00,5634.00,12616.00,53.52,44.66,8.86,7011.00,4681.00,11832.00,59.25,39.56,19.69,8266.00,3556.00,12538.00,65.93,28.36,37.57
26139,78703.00,29600.00,110599.00,71.16,26.76,44.40,92048.00,35552.00,128643.00,71.55,27.64,43.91,83330.00,50828.00,136268.00,61.15,37.30,23.85,88166.00,42737.00,132312.00,66.63,32.30,34.33,88467.00,44973.00,142734.00,61.98,31.51,30.47
26141,3660.00,3242.00,7080.00,51.69,45.79,5.90,3982.00,3432.00,7516.00,52.98,45.66,7.32,3606.00,3722.00,7505.00,48.05,49.59,-1.54,3794.00,3192.00,7080.00,53.59,45.08,8.51,4488.00,2400.00,7218.00,62.18,33.25,28.93
26143,6190.00,6433.00,12928.00,47.88,49.76,-1.88,7364.00,6810.00,14359.00,51.28,47.43,3.85,6727.00,7082.00,14051.00,47.88,50.40,-2.52,6701.00,6198.00,13032.00,51.42,47.56,3.86,8141.00,4287.00,13041.00,62.43,32.87,29.56
26145,41152.00,50825.00,93756.00,43.89,54.21,-10.32,47165.00,54887.00,102852.00,45.86,53.37,-7.51,42225.00,60276.00,104090.00,40.57,57.91,-17.34,42720.00,54381.00,98062.00,43.56,55.46,-11.90,45469.00,44396.00,94320.00,48.21,47.07,1.14
26147,33571.00,33002.00,68516.00,49.00,48.17,0.83,42740.00,36174.00,79743.00,53.60,45.36,8.24,38536.00,40677.00,80900.00,47.63,50.28,-2.65,39271.00,33983.00,74181.00,52.94,45.81,7.13,49051.00,24553.00,78003.00,62.88,31.48,31.40
26149,12906.00,8574.00,22024.00,58.60,38.93,19.67,15340.00,9648.00,25239.00,60.78,38.23,22.55,12886.00,12322.00,25702.00,50.14,47.94,2.20,12978.00,10112.00,23341.00,55.60,43.32,12.28,14884.00,7526.00,23757.00,62.65,31.68,30.97
26151,10966.00,7153.00,18566.00,59.06,38.53,20.53,12632.00,7883.00,20763.00,60.84,37.97,22.87,10679.00,9047.00,20169.00,52.95,44.86,8.09,10963.00,7212.00,18369.00,59.68,39.26,20.42,13446.00,4873.00,19249.00,69.85,25.32,44.53
26153,2088.00,2036.00,4198.00,49.74,48.50,1.24,2267.00,2137.00,4441.00,51.05,48.12,2.93,2058.00,2184.00,4326.00,47.57,50.49,-2.92,2142.00,1865.00,4048.00,52.92,46.07,6.85,2556.00,1369.00,4154.00,61.53,32.96,28.57
26155,15816.00,15520.00,32218.00,49.09,48.17,0.92,19407.00,16881.00,36651.00,52.95,46.06,6.89,16268.00,19397.00,36415.00,44.67,53.27,-8.60,15962.00,17197.00,33679.00,47.39,51.06,-3.67,19230.00,12546.00,34111.00,56.37,36.78,19.59
26157,13213.00,10845.00,24652.00,53.60,43.99,9.61,15389.00,12631.00,28338.00,54.31,44.57,9.74,13740.00,13503.00,27798.00,49.43,48.58,0.85,14240.00,11425.00,26003.00,54.76,43.94,10.82,17102.00,7429.00,25796.00,66.30,28.80,37.50
26159,14792.00,13796.00,29482.00,50.17,46.79,3.38,17634.00,16151.00,34174.00,51.60,47.26,4.34,15534.00,18588.00,34766.00,44.68,53.47,-8.79,16141.00,16290.00,32837.00,49.15,49.61,-0.46,17890.00,13258.00,33274.00,53.77,39.84,13.93
26161,52459.00,86647.00,144940.00,36.19,59.78,-23.59,61455.00,109953.00,173264.00,35.47,63.46,-27.99,53946.00,130578.00,187115.00,28.83,69.78,-40.95,56412.00,120890.00,179592.00,31.41,67.31,-35.90,50631.00,128483.00,188578.00,26.85,68.13,-41.28
26163,223021.00,530414.00,768627.00,29.02,69.01,-39.99,257750.00,600047.00,864728.00,29.81,69.39,-39.58,219582.00,660085.00,890326.00,24.66,74.14,-49.48,213814.00,595846.00,815825.00,26.21,73.04,-46.83,228993.00,519444.00,777838.00,29.44,66.78,-37.34
26165,7215.00,5326.00,12982.00,55.58,41.03,14.55,8966.00,6034.00,15160.00,59.14,39.80,19.34,8044.00,7379.00,15704.00,51.22,46.99,4.23,8450.00,6184.00,14853.00,56.89,41.63,15.26,10000.00,4436.00,15298.00,65.37,29.00,36.37
27001,3755.00,3830.00,8260.00,45.46,46.37,-0.91,4768.00,4539.00,9452.00,50.44,48.02,2.42,4589.00,4595.00,9410.00,48.77,48.83,-0.06,4533.00,4412.00,9142.00,49.58,48.26,1.32,5516.00,3134.00,9231.00,59.76,33.95,25.81
27003,69256.00,68008.00,145619.00,47.56,46.70,0.86,91853.00,80226.00,174066.00,52.77,46.09,6.68,91357.00,86976.00,182224.00,50.13,47.73,2.40,93430.00,88614.00,186465.00,50.11,47.52,2.59,93339.00,75500.00,185758.00,50.25,40.64,9.61
27005,8152.00,5253.00,14333.00,56.88,36.65,20.23,9795.00,6756.00,16801.00,58.30,40.21,18.09,8851.00,7687.00,16965.00,52.17,45.31,6.86,9204.00,6829.00,16382.00,56.18,41.69,14.49,10880.00,5208.00,17222.00,63.18,30.24,32.94
27007,8346.00,7301.00,17217.00,48.48,42.41,6.07,10237.00,10592.00,21131.00,48.45,50.13,-1.68,9762.00,12019.00,22236.00,43.90,54.05,-10.15,9637.00,11818.00,22051.00,43.70,53.59,-9.89,10783.00,8688.00,21564.00,50.00,40.29,9.71
27009,7663.00,6009.00,14908.00,51.40,40.31,11.09,10043.00,8059.00,18384.00,54.63,43.84,10.79,10338.00,8454.00,19339.00,53.46,43.71,9.75,10849.00,8173.00,19619.00,55.30,41.66,13.64,12872.00,5640.00,20058.00,64.17,28.12,36.05
27011,1370.00,1430.00,2980.00,45.97,47.99,-2.02,1483.00,1536.00,3067.00,48.35,50.08,-1.73,1362.00,1552.00,2990.00,45.55,51.91,-6.36,1385.00,1345.00,2789.00,49.66,48.23,1.43,1608.00,921.00,2755.00,58.37,33.43,24.94
27013,12942.00,12329.00,27402.00,47.23,44.99,2.24,15737.00,16865.00,33119.00,47.52,50.92,-3.40,14782.00,19325.00,35070.00,42.15,55.10,-12.95,14916.00,18164.00,34274.00,43.52,53.00,-9.48,15667.00,14428.00,33593.00,46.64,42.95,3.69
27015,7370.00,4650.00,12834.00,57.43,36.23,21.20,8395.00,5158.00,13778.00,60.93,37.44,23.49,7456.00,5809.00,13620.00,54.74,42.65,12.09,7938.00,5630.00,13929.00,56.99,40.42,16.57,8708.00,3763.00,13779.00,63.20,27.31,35.89
27017,5578.00,8620.00,15081.00,36.99,57.16,-20.17,6642.00,11462.00,18334.00,36.23,62.52,-26.29,6549.00,11501.00,18449.00,35.50,62.34,-26.84,6586.00,11389.00,18436.00,35.72,61.78,-26.06,8160.00,8460.00,18211.00,44.81,46.46,-1.65
27019,20790.00,12462.00,35021.00,59.36,35.58,23.78,28510.00,16456.00,45411.00,62.78,36.24,26.54,28156.00,20654.00,49683.00,56.67,41.57,15.10,31155.00,20745.00,52899.00,58.90,39.22,19.68,29056.00,21508.00,55696.00,52.17,38.62,13.55
27021,7134.00,5534.00,13593.00,52.48,40.71,11.77,8875.00,6835.00,15910.00,55.78,42.96,12.82,8660.00,7276.00,16307.00,53.11,44.62,8.49,8957.00,6858.00,16141.00,55.49,42.49,13.00,9982.00,4949.00,15999.00,62.39,30.93,31.46
27023,2977.00,2952.00,6352.00,46.87,46.47,0.40,3089.00,3424.00,6606.00,46.76,51.83,-5.07,2907.00,3280.00,6356.00,45.74,51.60,-5.86,2967.00,3083.00,6201.00,47.85,49.72,-1.87,3764.00,1978.00,6222.00,60.50,31.79,28.71
27025,10937.00,9593.00,21987.00,49.74,43.63,6.11,15705.00,12219.00,28260.00,55.57,43.24,12.33,15789.00,12783.00,29305.00,53.88,43.62,10.26,16227.00,12524.00,29441.00,55.12,42.54,12.58,18441.00,9278.00,30228.00,61.01,30.69,30.32
27027,11712.00,10128.00,23358.00,50.14,43.36,6.78,14365.00,12989.00,27737.00,51.79,46.83,4.96,11978.00,16666.00,29259.00,40.94,56.96,-16.02,12920.00,15208.00,28886.00,44.73,52.65,-7.92,13543.00,12971.00,29398.00,46.07,44.12,1.95
27029,2137.00,1466.00,3824.00,55.88,38.34,17.54,2438.00,1871.00,4361.00,55.90,42.90,13.00,2291.00,1877.00,4261.00,53.77,44.05,9.72,2359.00,1753.00,4197.00,56.21,41.77,14.44,2925.00,1100.00,4245.00,68.90,25.91,42.99
27031,1295.00,1171.00,2820.00,45.92,41.52,4.40,1489.00,1733.00,3303.00,45.08,52.47,-7.39,1240.00,2019.00,3348.00,37.04,60.30,-23.26,1221.00,1993.00,3322.00,36.75,59.99,-23.24,1156.00,1912.00,3395.00,34.05,56.32,-22.27
27033,3369.00,2503.00,6181.00,54.51,40.50,14.01,3557.00,2726.00,6369.00,55.85,42.80,13.05,3157.00,2759.00,6036.00,52.30,45.71,6.59,3316.00,2433.00,5862.00,56.57,41.50,15.07,3679.00,1678.00,5721.00,64.31,29.33,34.98
27035,15035.00,11255.00,28128.00,53.45,40.01,13.44,19106.00,14005.00,33545.00,56.96,41.75,15.21,18567.00,15859.00,35165.00,52.80,45.10,7.70,19415.00,14760.00,34920.00,55.60,42.27,13.33,22287.00,10982.00,35842.00,62.18,30.64,31.54
27037,87250.00,85446.00,182249.00,47.87,46.88,0.99,108959.00,104635.00,215846.00,50.48,48.48,2.00,104364.00,116778.00,225472.00,46.29,51.79,-5.50,109516.00,116255.00,230821.00,47.45,50.37,-2.92,99583.00,110483.00,231440.00,43.03,47.74,-4.71
27039,4213.00,3370.00,8050.00,52.34,41.86,10.48,5593.00,4117.00,9868.00,56.68,41.72,14.96,5468.00,4463.00,10213.00,53.54,43.70,9.84,5522.00,4487.00,10327.00,53.47,43.45,10.02,6527.00,3102.00,10654.00,61.26,29.12,32.14
27041,9811.00,6352.00,17205.00,57.02,36.92,20.10,11793.00,8219.00,20309.00,58.07,40.47,17.60,11241.00,9256.00,20918.00,53.74,44.25,9.49,11884.00,8653.00,20953.00,56.72,41.30,15.42,13966.00,6227.00,21785.00,64.11,28.58,35.53
27043,4336.00,3624.00,8424.00,51.47,43.02,8.45,4794.00,3767.00,8681.00,55.22,43.39,11.83,4196.00,3736.00,8152.00,51.47,45.83,5.64,4104.00,3407.00,7713.00,53.21,44.17,9.04,4659.00,2153.00,7412.00,62.86,29.05,33.81
27045,4646.00,5020.00,10223.00,45.45,49.10,-3.65,5694.00,5825.00,11698.00,48.67,49.79,-1.12,4993.00,5921.00,11234.00,44.45,52.71,-8.26,4913.00,5713.00,10892.00,45.11,52.45,-7.34,6271.00,3872.00,11055.00,56.73,35.02,21.71
27047,6843.00,8514.00,16139.00,42.40,52.75,-10.35,7681.00,9733.00,17666.00,43.48,55.09,-11.61,6955.00,9915.00,17280.00,40.25,57.38,-17.13,6969.00,9326.00,16706.00,41.72,55.82,-14.10,8808.00,6041.00,16051.00,54.88,37.64,17.24
27049,10852.00,9981.00,22257.00,48.76,44.84,3.92,13134.00,12103.00,25608.00,51.29,47.26,4.03,12775.00,12420.00,25795.00,49.53,48.15,1.38,12986.00,12212.00,25801.00,50.33,47.33,3.00,14041.00,9446.00,25717.00,54.60,36.73,17.87
27051,1804.00,1507.00,3624.00,49.78,41.58,8.20,1893.00,1856.00,3819.00,49.57,48.60,0.97,1646.00,1850.00,3605.00,45.66,51.32,-5.66,1748.00,1647.00,3487.00,50.13,47.23,2.90,2063.00,1105.00,3473.00,59.40,31.82,27.58
27053,225657.00,307599.00,573846.00,39.32,53.60,-14.28,255135.00,383842.00,646984.00,39.43,59.33,-19.90,231054.00,420958.00,663780.00,34.81,63.42,-28.61,240073.00,423982.00,680065.00,35.30,62.34,-27.04,191770.00,429288.00,679977.00,28.20,63.13,-34.93
27055,5077.00,4502.00,10167.00,49.94,44.28,5.66,5631.00,5276.00,11082.00,50.81,47.61,3.20,4743.00,5906.00,10883.00,43.58,54.27,-10.69,4951.00,5281.00,10446.00,47.40,50.56,-3.16,5616.00,4145.00,10604.00,52.96,39.09,13.87
27057,5307.00,3632.00,9613.00,55.21,37.78,17.43,6444.00,4741.00,11340.00,56.83,41.81,15.02,6558.00,4872.00,11638.00,56.35,41.86,14.49,6622.00,4676.00,11520.00,57.48,40.59,16.89,7261.00,3423.00,11505.00,63.11,29.75,33.36
27059,7668.00,6247.00,14929.00,51.36,41.84,9.52,11190.00,7883.00,19313.00,57.94,40.82,17.12,11324.00,8248.00,20053.00,56.47,41.13,15.34,11675.00,8024.00,20217.00,57.75,39.69,18.06,13635.00,5657.00,21016.00,64.88,26.92,37.96
27061,9545.00,10583.00,21714.00,43.96,48.74,-4.78,10705.00,13290.00,24367.00,43.93,54.54,-10.61,10309.00,13460.00,24395.00,42.26,55.18,-12.92,10501.00,12852.00,23919.00,43.90,53.73,-9.83,12920.00,9015.00,23880.00,54.10,37.75,16.35
27063,2773.00,2364.00,5438.00,50.99,43.47,7.52,3024.00,2652.00,5779.00,52.33,45.89,6.44,2858.00,2618.00,5623.00,50.83,46.56,4.27,3044.00,2268.00,5430.00,56.06,41.77,14.29,3609.00,1492.00,5484.00,65.81,27.21,38.60
27065,3480.00,2831.00,6811.00,51.09,41.57,9.52,4527.00,3592.00,8248.00,54.89,43.55,11.34,4479.00,3743.00,8499.00,52.70,44.04,8.66,4328.00,3593.00,8150.00,53.10,44.09,9.01,5230.00,2327.00,8177.00,63.96,28.46,35.50
27067,10026.00,8220.00,19285.00,51.99,42.62,9.37,11704.00,9337.00,21349.00,54.82,43.74,11.08,11319.00,10125.00,21895.00,51.70,46.24,5.46,11240.00,9805.00,21465.00,52.36,45.68,6.68,12785.00,7266.00,21772.00,58.72,33.37,25.35
27069,1353.00,1107.00,2637.00,51.31,41.98,9.33,1307.00,1333.00,2682.00,48.73,49.70,-0.97,1016.00,1492.00,2568.00,39.56,58.10,-18.54,1095.00,1241.00,2420.00,45.25,51.28,-6.03,1349.00,823.00,2385.00,56.56,34.51,22.05
27071,3523.00,2903.00,6879.00,51.21,42.20,9.01,3539.00,3662.00,7309.00,48.42,50.10,-1.68,2962.00,3649.00,6802.00,43.55,53.65,-10.10,2841.00,3451.00,6458.00,43.99,53.44,-9.45,3569.00,2306.00,6363.00,56.09,36.24,19.85
27073,1941.00,2244.00,4453.00,43.59,50.39,-6.80,2093.00,2390.00,4541.00,46.09,52.63,-6.54,1912.00,2160.00,4192.00,45.61,51.53,-5.92,1938.00,1974.00,3984.00,48.64,49.55,-0.91,2293.00,1305.00,3860.00,59.40,33.81,25.59
27075,2465.00,3579.00,6563.00,37.56,54.53,-16.97,2769.00,4212.00,7071.00,39.16,59.57,-20.41,2636.00,4174.00,6969.00,37.82,59.89,-22.07,2610.00,4043.00,6820.00,38.27,59.28,-21.01,2932.00,3077.00,6521.00,44.96,47.19,-2.23
27077,1216.00,848.00,2187.00,55.60,38.77,16.83,1428.00,921.00,2400.00,59.50,38.38,21.12,1278.00,971.00,2313.00,55.25,41.98,13.27,1306.00,859.00,2234.00,58.46,38.45,20.01,1540.00,553.00,2242.00,68.69,24.67,44.02
27079,6138.00,5361.00,12331.00,49.78,43.48,6.30,7746.00,6466.00,14424.00,53.70,44.83,8.87,7636.00,6994.00,15009.00,50.88,46.60,4.28,7715.00,6753.00,14795.00,52.15,45.64,6.51,9182.00,4623.00,14971.00,61.33,30.88,30.45
27081,1513.00,1590.00,3284.00,46.07,48.42,-2.35,1736.00,1558.00,3342.00,51.94,46.62,5.32,1491.00,1517.00,3126.00,47.70,48.53,-0.83,1595.00,1429.00,3120.00,51.12,45.80,5.32,1931.00,860.00,3019.00,63.96,28.49,35.47
27083,6087.00,4737.00,11489.00,52.98,41.23,11.75,7203.00,5292.00,12673.00,56.84,41.76,15.08,6315.00,6110.00,12708.00,49.69,48.08,1.61,6594.00,5465.00,12388.00,53.23,44.12,9.11,7256.00,3825.00,12215.00,59.40,31.31,28.09
27085,8782.00,5609.00,15394.00,57.05,36.44,20.61,11407.00,6712.00,18412.00,61.95,36.45,25.50,10993.00,7505.00,19029.00,57.77,39.44,18.33,11069.00,6968.00,18553.00,59.66,37.56,22.10,12155.00,4978.00,18807.00,64.63,26.47,38.16
27087,1122.00,921.00,2224.00,50.45,41.41,9.04,1132.00,1339.00,2508.00,45.14,53.39,-8.25,843.00,1436.00,2343.00,35.98,61.29,-25.31,871.00,1276.00,2182.00,39.92,58.48,-18.56,991.00,930.00,2088.00,47.46,44.54,2.92
27089,2912.00,1910.00,5199.00,56.01,36.74,19.27,3187.00,2308.00,5562.00,57.30,41.50,15.80,2285.00,2311.00,4739.00,48.22,48.77,-0.55,2569.00,1998.00,4698.00,54.68,42.53,12.15,3208.00,1225.00,4817.00,66.60,25.43,41.17
27091,5686.00,4166.00,10371.00,54.83,40.17,14.66,6311.00,4590.00,11047.00,57.13,41.55,15.58,6053.00,4413.00,10754.00,56.29,41.04,15.25,6657.00,4054.00,10968.00,60.69,36.96,23.73,7062.00,2733.00,10531.00,67.06,25.95,41.11
27093,5520.00,4402.00,10672.00,51.72,41.25,10.47,6854.00,5292.00,12334.00,55.57,42.91,12.66,6737.00,5380.00,12545.00,53.70,42.89,10.81,6913.00,4969.00,12214.00,56.60,40.68,15.92,8104.00,3191.00,12282.00,65.98,25.98,40.00
27095,5223.00,4376.00,10253.00,50.94,42.68,8.26,7194.00,5677.00,13065.00,55.06,43.45,11.61,7049.00,6072.00,13544.00,52.05,44.83,7.22,6951.00,5829.00,13091.00,53.10,44.53,8.57,8340.00,3710.00,13017.00,64.07,28.50,35.57
27097,8197.00,5274.00,14677.00,55.85,35.93,19.92,9698.00,6794.00,16758.00,57.87,40.54,17.33,9735.00,6547.00,16743.00,58.14,39.10,19.04,10159.00,6153.00,16714.00,60.78,36.81,23.97,12925.00,3637.00,17614.00,73.38,20.65,52.73
27099,6873.00,10693.00,18480.00,37.19,57.86,-20.67,7591.00,12334.00,20222.00,37.54,60.99,-23.45,7075.00,11605.00,19187.00,36.87,60.48,-23.61,6938.00,11129.00,18539.00,37.42,60.03,-22.61,8823.00,7437.00,17715.00,49.81,41.98,7.83
27101,2407.00,2093.00,4753.00,50.64,44.04,6.60,2719.00,2218.00,4998.00,54.40,44.38,10.02,2320.00,2345.00,4813.00,48.20,48.72,-0.52,2504.00,2160.00,4767.00,52.53,45.31,7.22,2974.00,1295.00,4668.00,63.71,27.74,35.97
27103,7221.00,7041.00,15327.00,47.11,45.94,1.17,8689.00,8797.00,17741.00,48.98,49.59,-0.61,7968.00,9887.00,18245.00,43.67,54.19,-10.52,8214.00,9652.00,18357.00,44.75,52.58,-7.83,8437.00,7886.00,18097.00,46.62,43.58,3.04
27105,4766.00,3760.00,8872.00,53.72,42.38,11.34,5159.00,3898.00,9204.00,56.05,42.35,13.70,4368.00,4244.00,8813.00,49.56,48.16,1.40,4581.00,3793.00,8520.00,53.77,44.52,9.25,5299.00,2733.00,8632.00,61.39,31.66,29.73
27107,1808.00,1575.00,3641.00,49.66,43.26,6.40,1794.00,1954.00,3810.00,47.09,51.29,-4.20,1204.00,2129.00,3434.00,35.06,62.00,-26.94,1384.00,1730.00,3207.00,43.16,53.94,-10.78,1699.00,1264.00,3261.00,52.10,38.76,13.34
27109,30641.00,25822.00,59392.00,51.59,43.48,8.11,37371.00,33285.00,71576.00,52.21,46.50,5.71,36202.00,38711.00,76470.00,47.34,50.62,-3.28,36832.00,39338.00,78316.00,47.03,50.23,-3.20,35668.00,36268.00,80129.00,44.51,45.26,-0.75
27111,16963.00,9844.00,28511.00,59.50,34.53,24.97,19734.00,12038.00,32178.00,61.33,37.41,23.92,18077.00,13856.00,32687.00,55.30,42.39,12.91,18860.00,12165.00,31670.00,59.55,38.41,21.14,20939.00,9340.00,32500.00,64.43,28.74,35.69
27113,3380.00,2458.00,6320.00,53.48,38.89,14.59,3767.00,3117.00,7017.00,53.68,44.42,9.26,3248.00,3394.00,6822.00,47.61,49.75,-2.14,3305.00,3024.00,6517.00,50.71,46.40,4.31,4000.00,2147.00,6715.00,59.57,31.97,27.60
27115,5854.00,6148.00,13068.00,44.80,47.05,-2.25,7033.00,7228.00,14518.00,48.44,49.79,-1.35,6862.00,7084.00,14383.00,47.71,49.25,-1.54,6845.00,6750.00,13965.00,49.02,48.34,0.68,8191.00,4580.00,13811.00,59.31,33.16,26.15
27117,2693.00,1970.00,4894.00,55.03,40.25,14.78,3066.00,1900.00,5032.00,60.93,37.76,23.17,2652.00,2023.00,4801.00,55.24,42.14,13.10,2826.00,1725.00,4646.00,60.83,37.13,23.70,3338.00,1127.00,4808.00,69.43,23.44,45.99
27119,7609.00,5764.00,14140.00,53.81,40.76,13.05,8724.00,6729.00,15668.00,55.68,42.95,12.73,7148.00,7850.00,15334.00,46.62,51.19,-4.57,7615.00,6773.00,14693.00,51.83,46.10,5.73,8979.00,4712.00,14796.00,60.69,31.85,28.84
27121,2808.00,2771.00,5987.00,46.90,46.28,0.62,3303.00,3301.00,6700.00,49.30,49.27,0.03,3069.00,3317.00,6536.00,46.96,50.75,-3.79,3142.00,2981.00,6246.00,50.30,47.73,2.57,3793.00,2106.00,6319.00,60.03,33.33,26.70
