FIPS,gop_2000_votes,dem_2000_votes,totalvotes_2000,gop_2000_prc,dem_2000_prc,gop_minus_dem_prc_2000,gop_2004_votes,dem_2004_votes,totalvotes_2004,gop_2004_prc,dem_2004_prc,gop_minus_dem_prc_2004,gop_2008_votes,dem_2008_votes,totalvotes_2008,gop_2008_prc,dem_2008_prc,gop_minus_dem_prc_2008,gop_2012_votes,dem_2012_votes,totalvotes_2012,gop_2012_prc,dem_2012_prc,gop_minus_dem_prc_2012,gop_2016_votes,dem_2016_votes,totalvotes_2016,gop_2016_prc,dem_2016_prc,gop_minus_dem_prc_2016
19171,4034.00,4045.00,8315.00,48.51,48.65,-0.14,4456.00,4487.00,9001.00,49.51,49.85,-0.34,3820.00,4899.00,8850.00,43.16,55.36,-12.20,4098.00,4768.00,9017.00,45.45,52.88,-7.43,4971.00,3196.00,8752.00,56.80,36.52,20.28
19173,1770.00,1247.00,3096.00,57.17,40.28,16.89,1908.00,1252.00,3190.00,59.81,39.25,20.56,1607.00,1347.00,3026.00,53.11,44.51,8.60,1683.00,1262.00,2995.00,56.19,42.14,14.05,2111.00,758.00,3029.00,69.69,25.02,44.67
19175,3003.00,2540.00,5740.00,52.32,44.25,8.07,3165.00,2747.00,5978.00,52.94,45.95,6.99,2781.00,3000.00,5909.00,47.06,50.77,-3.71,2813.00,3043.00,5957.00,47.22,51.08,-3.86,3525.00,1922.00,5832.00,60.44,32.96,27.48
19177,2016.00,1440.00,3561.00,56.61,40.44,16.17,2211.00,1568.00,3836.00,57.64,40.88,16.76,1986.00,1546.00,3608.00,55.04,42.85,12.19,2064.00,1402.00,3569.00,57.83,39.28,18.55,2527.00,845.00,3561.00,70.96,23.73,47.23
19179,6313.00,8355.00,15139.00,41.70,55.19,-13.49,7403.00,9125.00,16707.00,44.31,54.62,-10.31,6663.00,8820.00,15931.00,41.82,55.36,-13.54,6789.00,8663.00,15770.00,43.05,54.93,-11.88,8715.00,5594.00,15149.00,57.53,36.93,20.60
19181,9621.00,9521.00,19653.00,48.95,48.45,0.50,12160.00,10730.00,23053.00,52.75,46.54,6.21,12144.00,12299.00,24880.00,48.81,49.43,-0.62,13052.00,12551.00,26072.00,50.06,48.14,1.92,14814.00,10411.00,27300.00,54.26,38.14,16.12
19183,4827.00,3932.00,9094.00,53.08,43.24,9.84,5977.00,4595.00,10688.00,55.92,42.99,12.93,5247.00,5170.00,10626.00,49.38,48.65,0.73,5562.00,5115.00,11004.00,50.55,46.48,4.07,6173.00,3943.00,10929.00,56.48,36.08,20.40
19185,1666.00,1300.00,3021.00,55.15,43.03,12.12,1733.00,1379.00,3133.00,55.31,44.02,11.29,1565.00,1357.00,2980.00,52.52,45.54,6.98,1583.00,1251.00,2900.00,54.59,43.14,11.45,2069.00,719.00,2940.00,70.37,24.46,45.91
19187,8172.00,8479.00,17048.00,47.94,49.74,-1.80,8959.00,9561.00,18631.00,48.09,51.32,-3.23,8337.00,9917.00,18554.00,44.93,53.45,-8.52,8469.00,9537.00,18292.00,46.30,52.14,-5.84,10056.00,6305.00,17430.00,57.69,36.17,21.52
19189,2662.00,2691.00,5527.00,48.16,48.69,-0.53,3175.00,2707.00,5952.00,53.34,45.48,7.86,2730.00,3254.00,6082.00,44.89,53.50,-8.61,2906.00,2903.00,5918.00,49.10,49.05,0.05,3447.00,1931.00,5787.00,59.56,33.37,26.19
19191,4647.00,4339.00,9417.00,49.35,46.08,3.27,5324.00,5354.00,10784.00,49.37,49.65,-0.28,4273.00,6829.00,11280.00,37.88,60.54,-22.66,4622.00,6256.00,11084.00,41.70,56.44,-14.74,5344.00,5254.00,11362.00,47.03,46.24,0.79
19193,18864.00,17691.00,37896.00,49.78,46.68,3.10,22451.00,21455.00,44195.00,50.80,48.55,2.25,22219.00,21983.00,44801.00,49.59,49.07,0.52,21841.00,22302.00,45019.00,48.52,49.54,-1.02,24727.00,16210.00,43718.00,56.56,37.08,19.48
19195,1659.00,2208.00,4004.00,41.43,55.14,-13.71,1795.00,2286.00,4123.00,43.54,55.45,-11.91,1612.00,2567.00,4257.00,37.87,60.30,-22.43,1744.00,2350.00,4172.00,41.80,56.33,-14.53,2453.00,1530.00,4257.00,57.62,35.94,21.68
19197,3384.00,2796.00,6336.00,53.41,44.13,9.28,3631.00,2930.00,6603.00,54.99,44.37,10.62,3198.00,3102.00,6395.00,50.01,48.51,1.50,3349.00,2836.00,6278.00,53.35,45.17,8.18,3800.00,1896.00,6026.00,63.06,31.46,31.60
20001,3379.00,2132.00,5766.00,58.60,36.98,21.62,3867.00,1922.00,5873.00,65.84,32.73,33.11,3552.00,2189.00,5855.00,60.67,37.39,23.28,3316.00,1869.00,5310.00,62.45,35.20,27.25,3651.00,1433.00,5454.00,66.94,26.27,40.67
20003,1984.00,1327.00,3478.00,57.04,38.15,18.89,2500.00,1295.00,3863.00,64.72,33.52,31.20,2362.00,1175.00,3626.00,65.14,32.40,32.74,2276.00,944.00,3315.00,68.66,28.48,40.18,2435.00,672.00,3350.00,72.69,20.06,52.63
20005,3378.00,3171.00,6900.00,48.96,45.96,3.00,3880.00,3120.00,7118.00,54.51,43.83,10.68,3791.00,3241.00,7191.00,52.72,45.07,7.65,3917.00,2567.00,6674.00,58.69,38.46,20.23,4049.00,1989.00,6575.00,61.58,30.25,31.33
20007,1755.00,637.00,2498.00,70.26,25.50,44.76,1782.00,588.00,2403.00,74.16,24.47,49.69,1833.00,598.00,2462.00,74.45,24.29,50.16,1772.00,482.00,2314.00,76.58,20.83,55.75,1850.00,286.00,2252.00,82.15,12.70,69.45
20009,7302.00,3238.00,10955.00,66.65,29.56,37.09,8666.00,2874.00,11706.00,74.03,24.55,49.48,7802.00,3027.00,11057.00,70.56,27.38,43.18,7874.00,2297.00,10341.00,76.14,22.21,53.93,7888.00,1839.00,10269.00,76.81,17.91,58.90
20011,3852.00,2211.00,6308.00,61.07,35.05,26.02,4372.00,2216.00,6686.00,65.39,33.14,32.25,4240.00,2394.00,6781.00,62.53,35.30,27.23,4102.00,1996.00,6254.00,65.59,31.92,33.67,4424.00,1336.00,6093.00,72.61,21.93,50.68
20013,2985.00,1512.00,4691.00,63.63,32.23,31.40,3092.00,1268.00,4418.00,69.99,28.70,41.29,2985.00,1317.00,4376.00,68.21,30.10,38.11,2829.00,1076.00,3993.00,70.85,26.95,43.90,2906.00,863.00,4036.00,72.00,21.38,50.62
20015,13377.00,6755.00,21002.00,63.69,32.16,31.53,18438.00,7495.00,26280.00,70.16,28.52,41.64,18155.00,9159.00,27873.00,65.13,32.86,32.27,18157.00,7282.00,26085.00,69.61,27.92,41.69,19073.00,6573.00,27657.00,68.96,23.77,45.19
20017,848.00,391.00,1317.00,64.39,29.69,34.70,1055.00,418.00,1501.00,70.29,27.85,42.44,976.00,383.00,1384.00,70.52,27.67,42.85,875.00,358.00,1271.00,68.84,28.17,40.67,969.00,316.00,1369.00,70.78,23.08,47.70
20019,1347.00,443.00,1880.00,71.65,23.56,48.09,1529.00,404.00,1960.00,78.01,20.61,57.40,1418.00,401.00,1852.00,76.57,21.65,54.92,1304.00,280.00,1630.00,80.00,17.18,62.82,1236.00,197.00,1481.00,83.46,13.30,70.16
20021,5014.00,3783.00,9130.00,54.92,41.43,13.49,6083.00,3726.00,9913.00,61.36,37.59,23.77,5886.00,3594.00,9665.00,60.90,37.19,23.71,5456.00,2930.00,8571.00,63.66,34.19,29.47,6182.00,2005.00,8620.00,71.72,23.26,48.46
20023,1312.00,350.00,1727.00,75.97,20.27,55.70,1353.00,320.00,1692.00,79.96,18.91,61.05,1148.00,323.00,1498.00,76.64,21.56,55.08,1159.00,233.00,1426.00,81.28,16.34,64.94,1173.00,181.00,1407.00,83.37,12.86,70.51
20025,926.00,292.00,1261.00,73.43,23.16,50.27,1014.00,257.00,1291.00,78.54,19.91,58.63,897.00,245.00,1159.00,77.39,21.14,56.25,805.00,174.00,1017.00,79.15,17.11,62.04,825.00,120.00,1005.00,82.09,11.94,70.15
20027,2998.00,951.00,4088.00,73.34,23.26,50.08,3174.00,793.00,4010.00,79.15,19.78,59.37,2998.00,1009.00,4054.00,73.95,24.89,49.06,2788.00,834.00,3686.00,75.64,22.63,53.01,2891.00,677.00,3820.00,75.68,17.72,57.96
20029,2918.00,1314.00,4503.00,64.80,29.18,35.62,3221.00,1210.00,4503.00,71.53,26.87,44.66,3121.00,1233.00,4451.00,70.12,27.70,42.42,2954.00,974.00,4058.00,72.79,24.00,48.79,2919.00,761.00,3930.00,74.27,19.36,54.91
20031,2700.00,1196.00,4040.00,66.83,29.60,37.23,3259.00,1093.00,4408.00,73.93,24.80,49.13,3054.00,1121.00,4232.00,72.16,26.49,45.67,2903.00,898.00,3906.00,74.32,22.99,51.33,3050.00,727.00,4068.00,74.98,17.87,57.11
20033,760.00,211.00,1006.00,75.55,20.97,54.58,770.00,200.00,981.00,78.49,20.39,58.10,765.00,194.00,974.00,78.54,19.92,58.62,767.00,143.00,928.00,82.65,15.41,67.24,715.00,102.00,867.00,82.47,11.76,70.71
20035,8080.00,5535.00,14210.00,56.86,38.95,17.91,9407.00,4818.00,14447.00,65.11,33.35,31.76,8492.00,5012.00,13787.00,61.59,36.35,25.24,8081.00,4319.00,12710.00,63.58,33.98,29.60,8270.00,3551.00,12621.00,65.53,28.14,37.39
20037,7160.00,7076.00,15034.00,47.63,47.07,0.56,8626.00,7617.00,16527.00,52.19,46.09,6.10,7735.00,7957.00,16075.00,48.12,49.50,-1.38,7708.00,6826.00,14945.00,51.58,45.67,5.91,8624.00,5199.00,14891.00,57.91,34.91,23.00
20039,1255.00,424.00,1759.00,71.35,24.10,47.25,1355.00,355.00,1740.00,77.87,20.40,57.47,1189.00,343.00,1548.00,76.81,22.16,54.65,1218.00,266.00,1532.00,79.50,17.36,62.14,1210.00,178.00,1452.00,83.33,12.26,71.07
20041,5243.00,2413.00,8092.00,64.79,29.82,34.97,6295.00,2364.00,8791.00,71.61,26.89,44.72,6081.00,2422.00,8667.00,70.16,27.95,42.21,5832.00,2020.00,8042.00,72.52,25.12,47.40,6029.00,1609.00,8210.00,73.43,19.60,53.83
20043,2350.00,1134.00,3649.00,64.40,31.08,33.32,2491.00,1065.00,3603.00,69.14,29.56,39.58,2372.00,1115.00,3564.00,66.55,31.29,35.26,2414.00,902.00,3403.00,70.94,26.51,44.43,2606.00,587.00,3378.00,77.15,17.38,59.77
20045,17062.00,18249.00,39838.00,42.83,45.81,-2.98,20544.00,28634.00,50111.00,41.00,57.14,-16.14,17929.00,34398.00,53398.00,33.58,64.42,-30.84,17401.00,29267.00,48145.00,36.14,60.79,-24.65,14688.00,31195.00,50087.00,29.32,62.28,-32.96
20047,1062.00,447.00,1563.00,67.95,28.60,39.35,1084.00,386.00,1496.00,72.46,25.80,46.66,995.00,333.00,1357.00,73.32,24.54,48.78,1059.00,298.00,1385.00,76.46,21.52,54.94,1037.00,212.00,1319.00,78.62,16.07,62.55
20049,1080.00,402.00,1550.00,69.68,25.94,43.74,1119.00,369.00,1515.00,73.86,24.36,49.50,1042.00,363.00,1434.00,72.66,25.31,47.35,1049.00,281.00,1369.00,76.63,20.53,56.10,1048.00,160.00,1259.00,83.24,12.71,70.53
20051,6516.00,3926.00,11160.00,58.39,35.18,23.21,7891.00,4033.00,12187.00,64.75,33.09,31.66,8207.00,4010.00,12447.00,65.94,32.22,33.72,8399.00,3057.00,11714.00,71.70,26.10,45.60,8466.00,2742.00,11947.00,70.86,22.95,47.91
20053,1845.00,825.00,2839.00,64.99,29.06,35.93,2259.00,801.00,3102.00,72.82,25.82,47.00,2021.00,851.00,2938.00,68.79,28.97,39.82,1930.00,702.00,2712.00,71.17,25.88,45.29,1969.00,521.00,2679.00,73.50,19.45,54.05
20055,6442.00,2431.00,9150.00,70.40,26.57,43.83,7479.00,2351.00,9933.00,75.29,23.67,51.62,6926.00,3275.00,10354.00,66.89,31.63,35.26,6219.00,2682.00,9084.00,68.46,29.52,38.94,6350.00,3195.00,10159.00,62.51,31.45,31.06
20057,6050.00,2566.00,8917.00,67.85,28.78,39.07,6632.00,2286.00,9016.00,73.56,25.35,48.21,5730.00,2991.00,8864.00,64.64,33.74,30.90,5602.00,2600.00,8362.00,66.99,31.09,35.90,5114.00,2149.00,7718.00,66.26,27.84,38.42
20059,5925.00,3321.00,9658.00,61.35,34.39,26.96,7391.00,3921.00,11476.00,64.40,34.17,30.23,7079.00,4433.00,11739.00,60.30,37.76,22.54,6984.00,3694.00,10990.00,63.55,33.61,29.94,7185.00,2892.00,10965.00,65.53,26.37,39.16
20061,3977.00,2660.00,6866.00,57.92,38.74,19.18,4703.00,2531.00,7328.00,64.18,34.54,29.64,4492.00,3491.00,8094.00,55.50,43.13,12.37,4372.00,3332.00,7845.00,55.73,42.47,13.26,4274.00,2722.00,7504.00,56.96,36.27,20.69
20063,1122.00,296.00,1495.00,75.05,19.80,55.25,1196.00,247.00,1467.00,81.53,16.84,64.69,1136.00,261.00,1418.00,80.11,18.41,61.70,1168.00,176.00,1383.00,84.45,12.73,71.72,1140.00,149.00,1343.00,84.88,11.09,73.79
20065,1058.00,346.00,1474.00,71.78,23.47,48.31,1082.00,334.00,1440.00,75.14,23.19,51.95,1060.00,325.00,1423.00,74.49,22.84,51.65,1056.00,256.00,1340.00,78.81,19.10,59.71,1025.00,188.00,1284.00,79.83,14.64,65.19
20067,2126.00,683.00,2856.00,74.44,23.91,50.53,2169.00,561.00,2758.00,78.64,20.34,58.30,1995.00,635.00,2661.00,74.97,23.86,51.11,1811.00,456.00,2306.00,78.53,19.77,58.76,1804.00,441.00,2389.00,75.51,18.46,57.05
20069,1631.00,482.00,2160.00,75.51,22.31,53.20,1816.00,408.00,2245.00,80.89,18.17,62.72,1643.00,436.00,2119.00,77.54,20.58,56.96,1603.00,324.00,1958.00,81.87,16.55,65.32,1698.00,263.00,2066.00,82.19,12.73,69.46
20071,628.00,143.00,803.00,78.21,17.81,60.40,584.00,138.00,735.00,79.46,18.78,60.68,591.00,151.00,745.00,79.33,20.27,59.06,543.00,113.00,670.00,81.04,16.87,64.17,534.00,83.00,650.00,82.15,12.77,69.38
20073,2392.00,1027.00,3561.00,67.17,28.84,38.33,2282.00,911.00,3244.00,70.35,28.08,42.27,1619.00,622.00,2279.00,71.04,27.29,43.75,1590.00,478.00,2123.00,74.89,22.52,52.37,2160.00,485.00,2840.00,76.06,17.08,58.98
20075,901.00,264.00,1192.00,75.59,22.15,53.44,888.00,229.00,1130.00,78.58,20.27,58.31,844.00,233.00,1096.00,77.01,21.26,55.75,693.00,163.00,877.00,79.02,18.59,60.43,705.00,121.00,876.00,80.48,13.81,66.67
20077,2076.00,869.00,3055.00,67.95,28.45,39.50,2154.00,727.00,2930.00,73.52,24.81,48.71,1999.00,736.00,2796.00,71.49,26.32,45.17,1759.00,550.00,2389.00,73.63,23.02,50.61,1996.00,393.00,2578.00,77.42,15.24,62.18
20079,8271.00,4591.00,13684.00,60.44,33.55,26.89,9534.00,5331.00,15110.00,63.10,35.28,27.82,9006.00,6318.00,15613.00,57.68,40.47,17.21,8588.00,5373.00,14294.00,60.08,37.59,22.49,8668.00,5068.00,14916.00,58.11,33.98,24.13
20081,1323.00,263.00,1616.00,81.87,16.27,65.60,1356.00,227.00,1599.00,84.80,14.20,70.60,1277.00,278.00,1570.00,81.34,17.71,63.63,1159.00,215.00,1396.00,83.02,15.40,67.62,1040.00,245.00,1354.00,76.81,18.09,58.72
20083,835.00,217.00,1088.00,76.75,19.94,56.81,953.00,223.00,1183.00,80.56,18.85,61.71,865.00,211.00,1096.00,78.92,19.25,59.67,868.00,179.00,1060.00,81.89,16.89,65.00,855.00,124.00,1017.00,84.07,12.19,71.88
20085,3001.00,1990.00,5250.00,57.16,37.90,19.26,3730.00,2064.00,5888.00,63.35,35.05,28.30,3811.00,2308.00,6253.00,60.95,36.91,24.04,3527.00,1901.00,5561.00,63.42,34.18,29.24,3939.00,1512.00,5818.00,67.70,25.99,41.71
20087,4423.00,3000.00,7877.00,56.15,38.09,18.06,5408.00,3253.00,8793.00,61.50,37.00,24.50,5220.00,3542.00,8950.00,58.32,39.58,18.74,4827.00,2977.00,8013.00,60.24,37.15,23.09,5213.00,2518.00,8337.00,62.53,30.20,32.33
20089,1400.00,380.00,1877.00,74.59,20.25,54.34,1495.00,385.00,1915.00,78.07,20.10,57.97,1231.00,313.00,1584.00,77.71,19.76,57.95,1235.00,229.00,1497.00,82.50,15.30,67.20,1223.00,180.00,1494.00,81.86,12.05,69.81
20091,129965.00,79118.00,217536.00,59.74,36.37,23.37,158103.00,97866.00,258687.00,61.12,37.83,23.29,152627.00,127091.00,283432.00,53.85,44.84,9.01,158401.00,110526.00,274365.00,57.73,40.28,17.45,137490.00,129852.00,290090.00,47.40,44.76,2.64
20093,1084.00,320.00,1435.00,75.54,22.30,53.24,1177.00,272.00,1455.00,80.89,18.69,62.20,1159.00,309.00,1482.00,78.21,20.85,57.36,1097.00,268.00,1386.00,79.15,19.34,59.81,1075.00,174.00,1316.00,81.69,13.22,68.47
20095,2672.00,991.00,3808.00,70.17,26.02,44.15,2801.00,904.00,3764.00,74.42,24.02,50.40,2603.00,963.00,3664.00,71.04,26.28,44.76,2397.00,733.00,3231.00,74.19,22.69,51.50,2530.00,599.00,3334.00,75.88,17.97,57.91
20097,1262.00,294.00,1608.00,78.48,18.28,60.20,1275.00,256.00,1565.00,81.47,16.36,65.11,912.00,200.00,1135.00,80.35,17.62,62.73,976.00,163.00,1144.00,85.31,14.25,71.06,900.00,114.00,1079.00,83.41,10.57,72.84
20099,4475.00,3745.00,8538.00,52.41,43.86,8.55,5400.00,3615.00,9139.00,59.09,39.56,19.53,5001.00,3839.00,9031.00,55.38,42.51,12.87,4742.00,3117.00,8037.00,59.00,38.78,20.22,5335.00,2291.00,8107.00,65.81,28.26,37.55
20101,846.00,252.00,1133.00,74.67,22.24,52.43,823.00,181.00,1014.00,81.16,17.85,63.31,814.00,193.00,1027.00,79.26,18.79,60.47,739.00,172.00,928.00,79.63,18.53,61.10,718.00,106.00,871.00,82.43,12.17,70.26
20103,12583.00,9733.00,23271.00,54.07,41.82,12.25,15949.00,11039.00,27331.00,58.35,40.39,17.96,16791.00,13255.00,30591.00,54.89,43.33,11.56,17059.00,11357.00,29085.00,58.65,39.05,19.60,17638.00,10209.00,30301.00,58.21,33.69,24.52
20105,1295.00,469.00,1890.00,68.52,24.81,43.71,1368.00,391.00,1800.00,76.00,21.72,54.28,1204.00,347.00,1586.00,75.91,21.88,54.03,1165.00,289.00,1483.00,78.56,19.49,59.07,1179.00,215.00,1464.00,80.53,14.69,65.84
20107,2513.00,1587.00,4259.00,59.00,37.26,21.74,3048.00,1631.00,4741.00,64.29,34.40,29.89,3086.00,1425.00,4617.00,66.84,30.86,35.98,3177.00,1170.00,4467.00,71.12,26.19,44.93,3484.00,736.00,4427.00,78.70,16.63,62.07
20109,1088.00,231.00,1397.00,77.88,16.54,61.34,1255.00,248.00,1523.00,82.40,16.28,66.12,1187.00,225.00,1440.00,82.43,15.62,66.81,1126.00,197.00,1350.00,83.41,14.59,68.82,1132.00,149.00,1357.00,83.42,10.98,72.44
20111,6652.00,5190.00,12455.00,53.41,41.67,11.74,7951.00,5234.00,13440.00,59.16,38.94,20.22,6698.00,5924.00,12911.00,51.88,45.88,6.00,6470.00,5111.00,11875.00,54.48,43.04,11.44,6552.00,4649.00,12288.00,53.32,37.83,15.49
20113,8501.00,3272.00,12461.00,68.22,26.26,41.96,9595.00,3589.00,13367.00,71.78,26.85,44.93,8937.00,4218.00,13386.00,66.76,31.51,35.25,8545.00,3449.00,12297.00,69.49,28.05,41.44,8549.00,3226.00,12742.00,67.09,25.32,41.77
20115,4156.00,1475.00,5903.00,70.40,24.99,45.41,4516.00,1536.00,6159.00,73.32,24.94,48.38,4159.00,1801.00,6059.00,68.64,29.72,38.92,3889.00,1385.00,5409.00,71.90,25.61,46.29,4003.00,1204.00,5624.00,71.18,21.41,49.77
20117,3066.00,1831.00,5115.00,59.94,35.80,24.14,3261.00,1789.00,5108.00,63.84,35.02,28.82,3157.00,1784.00,5036.00,62.69,35.42,27.27,3195.00,1469.00,4773.00,66.94,30.78,36.16,3307.00,1072.00,4673.00,70.77,22.94,47.83
20119,1604.00,400.00,2053.00,78.13,19.48,58.65,1748.00,356.00,2121.00,82.41,16.78,65.63,1540.00,357.00,1931.00,79.75,18.49,61.26,1428.00,258.00,1709.00,83.56,15.10,68.46,1415.00,210.00,1720.00,82.27,12.21,70.06
20121,6611.00,4554.00,11607.00,56.96,39.23,17.73,9013.00,4838.00,14016.00,64.31,34.52,29.79,9382.00,5742.00,15377.00,61.01,37.34,23.67,9858.00,4712.00,14856.00,66.36,31.72,34.64,10003.00,3991.00,15022.00,66.59,26.57,40.02
20123,2350.00,751.00,3266.00,71.95,22.99,48.96,2609.00,693.00,3349.00,77.90,20.69,57.21,2440.00,701.00,3203.00,76.18,21.89,54.29,2327.00,584.00,2965.00,78.48,19.70,58.78,2308.00,477.00,2942.00,78.45,16.21,62.24
20125,8496.00,4770.00,13745.00,61.81,34.70,27.11,9598.00,4338.00,14116.00,67.99,30.73,37.26,9309.00,4338.00,13907.00,66.94,31.19,35.75,8630.00,3501.00,12417.00,69.50,28.20,41.30,8679.00,2637.00,12004.00,72.30,21.97,50.33
20127,1599.00,882.00,2641.00,60.55,33.40,27.15,1961.00,931.00,2936.00,66.79,31.71,35.08,1875.00,907.00,2841.00,66.00,31.93,34.07,1773.00,718.00,2562.00,69.20,28.02,41.18,1820.00,601.00,2624.00,69.36,22.90,46.46
20129,1203.00,321.00,1557.00,77.26,20.62,56.64,1287.00,276.00,1576.00,81.66,17.51,64.15,1153.00,229.00,1402.00,82.24,16.33,65.91,1072.00,189.00,1278.00,83.88,14.79,69.09,995.00,147.00,1192.00,83.47,12.33,71.14
20131,3578.00,1494.00,5290.00,67.64,28.24,39.40,4027.00,1355.00,5463.00,73.71,24.80,48.91,3817.00,1432.00,5359.00,71.23,26.72,44.51,3930.00,1000.00,5026.00,78.19,19.90,58.29,4124.00,725.00,5122.00,80.52,14.15,66.37
20133,4014.00,2588.00,6886.00,58.29,37.58,20.71,4705.00,2424.00,7231.00,65.07,33.52,31.55,4473.00,2563.00,7192.00,62.19,35.64,26.55,4272.00,2050.00,6480.00,65.93,31.64,34.29,4431.00,1501.00,6314.00,70.18,23.77,46.41
20135,1420.00,383.00,1876.00,75.69,20.42,55.27,1407.00,382.00,1818.00,77.39,21.01,56.38,1207.00,289.00,1525.00,79.15,18.95,60.20,1209.00,218.00,1444.00,83.73,15.10,68.63,1228.00,162.00,1454.00,84.46,11.14,73.32
20137,1744.00,598.00,2451.00,71.15,24.40,46.75,2092.00,473.00,2599.00,80.49,18.20,62.29,1878.00,497.00,2415.00,77.76,20.58,57.18,1878.00,398.00,2325.00,80.77,17.12,63.65,1840.00,281.00,2234.00,82.36,12.58,69.78
20139,3770.00,2530.00,6613.00,57.01,38.26,18.75,4800.00,2537.00,7463.00,64.32,33.99,30.33,4820.00,2534.00,7544.00,63.89,33.59,30.30,4427.00,2268.00,6906.00,64.10,32.84,31.26,4826.00,1753.00,7046.00,68.49,24.88,43.61
20141,1432.00,484.00,2030.00,70.54,23.84,46.70,1587.00,454.00,2075.00,76.48,21.88,54.60,1490.00,403.00,1930.00,77.20,20.88,56.32,1479.00,324.00,1838.00,80.47,17.63,62.84,1460.00,233.00,1788.00,81.66,13.03,68.63
20143,1977.00,631.00,2791.00,70.83,22.61,48.22,2333.00,595.00,2971.00,78.53,20.03,58.50,2323.00,704.00,3086.00,75.28,22.81,52.47,2295.00,558.00,2933.00,78.25,19.02,59.23,2283.00,424.00,2903.00,78.64,14.61,64.03
20145,1850.00,968.00,2940.00,62.93,32.93,30.00,2172.00,773.00,2988.00,72.69,25.87,46.82,1946.00,882.00,2879.00,67.59,30.64,36.95,1836.00,718.00,2608.00,70.40,27.53,42.87,1904.00,579.00,2661.00,71.55,21.76,49.79
20147,2057.00,611.00,2792.00,73.67,21.88,51.79,2256.00,557.00,2847.00,79.24,19.56,59.68,2105.00,525.00,2667.00,78.93,19.69,59.24,2135.00,382.00,2565.00,83.24,14.89,68.35,2233.00,300.00,2664.00,83.82,11.26,72.56
20149,4985.00,2037.00,7731.00,64.48,26.35,38.13,6326.00,2176.00,8823.00,71.70,24.66,47.04,6929.00,2599.00,9837.00,70.44,26.42,44.02,6804.00,2335.00,9479.00,71.78,24.63,47.15,7612.00,2225.00,10693.00,71.19,20.81,50.38
20151,2885.00,1314.00,4416.00,65.33,29.76,35.57,3121.00,1200.00,4384.00,71.19,27.37,43.82,2822.00,1294.00,4190.00,67.35,30.88,36.47,2771.00,980.00,3801.00,72.90,25.78,47.12,2838.00,771.00,3842.00,73.87,20.07,53.80
20153,1349.00,306.00,1740.00,77.53,17.59,59.94,1414.00,289.00,1720.00,82.21,16.80,65.41,1247.00,273.00,1549.00,80.50,17.62,62.88,1223.00,190.00,1444.00,84.70,13.16,71.54,1220.00,163.00,1472.00,82.88,11.07,71.81
20155,15179.00,9025.00,25430.00,59.69,35.49,24.20,17748.00,9114.00,27324.00,64.95,33.36,31.59,16112.00,9916.00,26512.00,60.77,37.40,23.37,15718.00,8085.00,24422.00,64.36,33.11,31.25,15513.00,6837.00,24210.00,64.08,28.24,35.84
20157,2239.00,604.00,2985.00,75.01,20.23,54.78,2238.00,607.00,2889.00,77.47,21.01,56.46,1978.00,640.00,2671.00,74.05,23.96,50.09,2134.00,477.00,2686.00,79.45,17.76,61.69,2024.00,375.00,2529.00,80.03,14.83,65.20
20159,2903.00,1422.00,4520.00,64.23,31.46,32.77,3182.00,1130.00,4376.00,72.71,25.82,46.89,2780.00,1163.00,4021.00,69.14,28.92,40.22,2676.00,911.00,3681.00,72.70,24.75,47.95,2837.00,695.00,3804.00,74.58,18.27,56.31
20161,10672.00,6188.00,18253.00,58.47,33.90,24.57,12672.00,7908.00,20911.00,60.60,37.82,22.78,12111.00,10495.00,22997.00,52.66,45.64,7.02,11507.00,8977.00,21101.00,54.53,42.54,11.99,10107.00,9341.00,21532.00,46.94,43.38,3.56
20163,2016.00,597.00,2775.00,72.65,21.51,51.14,2121.00,534.00,2710.00,78.27,19.70,58.57,2068.00,468.00,2588.00,79.91,18.08,61.83,2038.00,361.00,2460.00,82.85,14.67,68.18,2031.00,275.00,2419.00,83.96,11.37,72.59
20165,1235.00,505.00,1854.00,66.61,27.24,39.37,1226.00,517.00,1789.00,68.53,28.90,39.63,1225.00,504.00,1781.00,68.78,28.30,40.48,1166.00,367.00,1570.00,74.27,23.38,50.89,1197.00,233.00,1503.00,79.64,15.50,64.14
20167,2434.00,886.00,3482.00,69.90,25.45,44.45,2671.00,810.00,3525.00,75.77,22.98,52.79,2509.00,736.00,3293.00,76.19,22.35,53.84,2553.00,593.00,3200.00,79.78,18.53,61.25,2574.00,461.00,3193.00,80.61,14.44,66.17
20169,12412.00,7487.00,21527.00,57.66,34.78,22.88,15111.00,7524.00,23041.00,65.58,32.65,32.93,14165.00,8186.00,22788.00,62.16,35.92,26.24,13840.00,7040.00,21496.00,64.38,32.75,31.63,13828.00,6317.00,22064.00,62.67,28.63,34.04
20171,1811.00,418.00,2303.00,78.64,18.15,60.49,1924.00,347.00,2299.00,83.69,15.09,68.60,1823.00,321.00,2179.00,83.66,14.73,68.93,1728.00,277.00,2052.00,84.21,13.50,70.71,1865.00,236.00,2202.00,84.70,10.72,73.98
20173,93724.00,62561.00,163417.00,57.35,38.28,19.07,110381.00,64839.00,177679.00,62.12,36.49,25.63,106849.00,82337.00,192733.00,55.44,42.72,12.72,106506.00,71977.00,182895.00,58.23,39.35,18.88,104353.00,69627.00,188783.00,55.28,36.88,18.40
