FIPS,Median household income - Household Income_2012,Median household income - Household Income_2013,Median household income - Household Income_2014
47135,31486.0,31505.0,31493.0
47137,30016.0,31518.0,32023.0
47139,35083.0,35628.0,36595.0
47141,35225.0,35053.0,34060.0
47143,36308.0,34920.0,40682.0
47145,42620.0,42542.0,41499.0
47147,51074.0,48179.0,54065.0
47149,51815.0,52586.0,53566.0
47151,29792.0,29882.0,29556.0
47153,38082.0,38008.0,38695.0
47155,39349.0,40353.0,42490.0
47157,43859.0,44051.0,44382.0
47159,39330.0,42182.0,42927.0
47161,40329.0,40508.0,41685.0
47163,36337.0,39564.0,38647.0
47165,48502.0,52704.0,55100.0
47167,47824.0,50401.0,51246.0
47169,35824.0,38541.0,41823.0
47171,35976.0,33522.0,36786.0
47173,32533.0,35740.0,33866.0
47175,31455.0,32896.0,35201.0
47177,33265.0,32823.0,33576.0
47179,41702.0,41358.0,42371.0
47181,32334.0,29883.0,32016.0
47183,34782.0,34457.0,37595.0
47185,33251.0,33094.0,34534.0
47187,82273.0,90207.0,93003.0
47189,56270.0,59769.0,57676.0
48001,40482.0,38558.0,41530.0
48003,51339.0,52865.0,57690.0
48005,38954.0,39169.0,39747.0
48007,38516.0,38887.0,40883.0
48009,51895.0,52318.0,55459.0
48011,48738.0,49501.0,50040.0
48013,42439.0,41236.0,44828.0
48015,50154.0,48209.0,51448.0
48017,35476.0,35816.0,38504.0
48019,46678.0,46652.0,48492.0
48021,49812.0,51947.0,50024.0
48023,32111.0,32208.0,33164.0
48025,36462.0,36048.0,39070.0
48027,49338.0,45797.0,48391.0
48029,47724.0,46589.0,49651.0
48031,46981.0,54000.0,52668.0
48033,47938.0,51426.0,58489.0
48035,40732.0,41361.0,40763.0
48037,42272.0,43364.0,40574.0
48039,64242.0,62180.0,64883.0
48041,37468.0,37623.0,40064.0
48043,37200.0,43896.0,39235.0
48045,35931.0,38372.0,35983.0
48047,26027.0,24567.0,26857.0
48049,37512.0,38466.0,43303.0
48051,41273.0,42025.0,43561.0
48053,49195.0,44636.0,49685.0
48055,41749.0,40721.0,42963.0
48057,42745.0,43339.0,44736.0
48059,40614.0,43074.0,41874.0
48061,31624.0,31902.0,31080.0
48063,37704.0,36393.0,37232.0
48065,51311.0,55250.0,53302.0
48067,34556.0,36061.0,36172.0
48069,35973.0,38175.0,40710.0
48071,69491.0,69378.0,73031.0
48073,34910.0,35119.0,35202.0
48075,35171.0,33780.0,34731.0
48077,47434.0,48358.0,51960.0
48079,35496.0,38276.0,35652.0
48081,35754.0,37441.0,37891.0
48083,30637.0,31865.0,32231.0
48085,77862.0,82765.0,81992.0
48087,32949.0,34634.0,35484.0
48089,41395.0,42451.0,40702.0
48091,61573.0,59754.0,59081.0
48093,34878.0,35296.0,36522.0
48095,33711.0,35514.0,37147.0
48097,45428.0,49127.0,51473.0
48099,45431.0,47864.0,46132.0
48101,31892.0,32656.0,30660.0
48103,50356.0,49831.0,55599.0
48105,42329.0,44331.0,46713.0
48107,33332.0,32661.0,36492.0
48109,30666.0,31186.0,31430.0
48111,37454.0,43454.0,40312.0
48113,46909.0,47335.0,47343.0
48115,33938.0,37492.0,36312.0
48117,36638.0,36073.0,39481.0
48119,36193.0,34968.0,37515.0
48121,68671.0,70243.0,71338.0
48123,36611.0,38620.0,40515.0
48125,32669.0,32925.0,32829.0
48127,29685.0,30503.0,33342.0
48129,34967.0,34606.0,35081.0
48131,30365.0,31294.0,33223.0
48133,32913.0,36761.0,37916.0
48135,42339.0,47930.0,49784.0
48137,32643.0,33102.0,34388.0
48139,57929.0,60931.0,58016.0
48141,36064.0,39116.0,40092.0
48143,38068.0,38860.0,38636.0
48145,30576.0,33125.0,34388.0
48147,40891.0,39985.0,43183.0
48149,45123.0,44862.0,46907.0
48151,35794.0,38717.0,38963.0
48153,33345.0,35399.0,34503.0
48155,31479.0,30488.0,32041.0
48157,76758.0,82147.0,86037.0
48159,40579.0,40936.0,40892.0
48161,42266.0,44564.0,45402.0
48163,30820.0,31996.0,32276.0
48165,39111.0,43703.0,46659.0
48167,57124.0,58106.0,59588.0
48169,38400.0,39004.0,39988.0
48171,47216.0,51981.0,51132.0
48173,54354.0,59309.0,55394.0
48175,42646.0,43737.0,46400.0
48177,34166.0,36408.0,36006.0
48179,42701.0,41488.0,43131.0
48181,44356.0,44080.0,46127.0
48183,41623.0,43356.0,43321.0
48185,39959.0,41981.0,42674.0
48187,58799.0,57576.0,62141.0
48189,35640.0,36142.0,40118.0
48191,29302.0,30376.0,28656.0
48193,38179.0,37936.0,37386.0
48195,43338.0,50505.0,51038.0
48197,33640.0,34294.0,34601.0
48199,49556.0,52514.0,52318.0
48201,50437.0,50924.0,51298.0
48203,44506.0,44427.0,44958.0
48205,57589.0,60548.0,61498.0
48207,30845.0,32493.0,31505.0
48209,57051.0,56557.0,55819.0
48211,55391.0,58502.0,60499.0
48213,37137.0,38191.0,38017.0
48215,33070.0,31021.0,33393.0
48217,38583.0,39184.0,37610.0
48219,40334.0,42710.0,46010.0
48221,52633.0,48622.0,56591.0
48223,40446.0,40441.0,40228.0
48225,33198.0,31892.0,33650.0
48227,39022.0,41125.0,42256.0
48229,26993.0,28624.0,30043.0
48231,41841.0,47394.0,42821.0
48233,46035.0,49038.0,50752.0
48235,52857.0,54628.0,57551.0
48237,41510.0,45069.0,44064.0
48239,42097.0,43740.0,45363.0
48241,37495.0,38260.0,39219.0
48243,46122.0,48161.0,43065.0
48245,39756.0,41363.0,41207.0
48247,34077.0,32179.0,34546.0
48249,36404.0,39120.0,43696.0
48251,52360.0,54412.0,56659.0
48253,35193.0,35709.0,38066.0
48255,34970.0,35904.0,37292.0
48257,56899.0,59986.0,55044.0
48259,68301.0,71388.0,68975.0
48261,33502.0,34851.0,36236.0
48263,37318.0,42829.0,38627.0
48265,42064.0,45621.0,40919.0
48267,36126.0,35867.0,38378.0
48269,48003.0,51237.0,53263.0
48271,35725.0,37917.0,38870.0
48273,37418.0,36198.0,39237.0
48275,31054.0,33395.0,33182.0
48277,38852.0,38685.0,37943.0
48279,34251.0,34524.0,34505.0
48281,47772.0,47135.0,48442.0
48283,28834.0,29938.0,32001.0
48285,39468.0,44186.0,41606.0
48287,45661.0,44411.0,49906.0
48289,40847.0,43545.0,42201.0
48291,46770.0,45712.0,48441.0
48293,37438.0,36887.0,36496.0
48295,46347.0,52256.0,51003.0
48297,39091.0,41601.0,44573.0
48299,40102.0,42282.0,44316.0
48301,50188.0,46204.0,41252.0
48303,41757.0,42978.0,41555.0
48305,36145.0,36530.0,34852.0
48307,32469.0,35775.0,36483.0
48309,39620.0,40563.0,40855.0
48311,44541.0,46528.0,49866.0
48313,35189.0,35218.0,36579.0
48315,32173.0,31922.0,33330.0
48317,44863.0,46680.0,47358.0
48319,38802.0,39080.0,42128.0
48321,39874.0,40778.0,40860.0
48323,27710.0,28502.0,31313.0
48325,47099.0,47191.0,51345.0
48327,30277.0,30349.0,31608.0
48329,53482.0,54996.0,61268.0
48331,36799.0,38244.0,38715.0
48333,36108.0,39185.0,39396.0
48335,34877.0,36724.0,37395.0
48337,42415.0,44768.0,45996.0
48339,65483.0,61996.0,65874.0
48341,44680.0,45795.0,47445.0
48343,34451.0,35972.0,35294.0
48345,35672.0,34852.0,36772.0
48347,35854.0,38046.0,35183.0
48349,37864.0,38057.0,40624.0
48351,36429.0,36492.0,35830.0
48353,33981.0,34920.0,34941.0
48355,41899.0,43470.0,48066.0
48357,50979.0,52866.0,55700.0
48359,43739.0,46597.0,49048.0
48361,45264.0,44758.0,49238.0
48363,39595.0,34574.0,40817.0
48365,48621.0,45212.0,50916.0
48367,57092.0,63584.0,63720.0
48369,38619.0,39195.0,44256.0
48371,39118.0,42984.0,42378.0
48373,38747.0,37665.0,40254.0
48375,35323.0,35690.0,35754.0
48377,30357.0,31297.0,32861.0
48379,40966.0,40595.0,41349.0
48381,57862.0,57402.0,56716.0
48383,48667.0,47493.0,56680.0
48385,31490.0,30499.0,33598.0
48387,32128.0,32615.0,33153.0
48389,32623.0,32839.0,34431.0
48391,39582.0,38470.0,40970.0
48393,58372.0,59699.0,60857.0
48395,36935.0,38073.0,39771.0
48397,81113.0,84763.0,85164.0
48399,32628.0,34515.0,35593.0
48401,43318.0,41840.0,44478.0
48403,34034.0,34605.0,35805.0
48405,31729.0,32543.0,31714.0
48407,42770.0,41650.0,42160.0
48409,44307.0,45965.0,48287.0
48411,34264.0,35978.0,37107.0
48413,32831.0,41533.0,47322.0
48415,44063.0,45907.0,49340.0
48417,42685.0,42976.0,48779.0
48419,34490.0,36677.0,37122.0
48421,41518.0,44699.0,46196.0
48423,44249.0,44261.0,46305.0
48425,49582.0,52134.0,52988.0
48427,24497.0,24537.0,23358.0
48429,38002.0,37167.0,40805.0
48431,49064.0,50943.0,51059.0
48433,36687.0,37513.0,39054.0
48435,51386.0,53501.0,60695.0
48437,33786.0,35736.0,37076.0
48439,52482.0,52882.0,56030.0
48441,41558.0,40718.0,43181.0
48443,35683.0,39260.0,37395.0
48445,34495.0,31984.0,34928.0
48447,37273.0,39860.0,41149.0
48449,37818.0,38221.0,39312.0
48451,39004.0,41626.0,43393.0
48453,51905.0,53303.0,57293.0
48455,34045.0,32745.0,33771.0
48457,37914.0,36384.0,39255.0
48459,42508.0,44434.0,43356.0
48461,47407.0,47854.0,49846.0
48463,31941.0,32749.0,32920.0
48465,36647.0,38574.0,39864.0
48467,41476.0,41452.0,42563.0
48469,46566.0,45687.0,49012.0
48471,37160.0,38138.0,38024.0
48473,46313.0,47180.0,47015.0
48475,41625.0,43871.0,46047.0
48477,44245.0,44897.0,45657.0
48479,34878.0,35295.0,35974.0
48481,36097.0,41911.0,40716.0
48483,41228.0,45848.0,47012.0
48485,39299.0,42738.0,43791.0
48487,38913.0,35785.0,37304.0
48489,28307.0,28487.0,29225.0
48491,66152.0,70276.0,71272.0
48493,55992.0,56873.0,61103.0
48495,45237.0,47674.0,48727.0
48497,52117.0,55118.0,53927.0
48499,40149.0,39514.0,45466.0
48501,48953.0,48521.0,55063.0
48503,40490.0,40133.0,43248.0
48505,29915.0,30104.0,33462.0
48507,22948.0,22982.0,25157.0
49001,44077.0,44126.0,46309.0
49003,55534.0,51558.0,53830.0
49005,47367.0,47589.0,47609.0
49007,45244.0,47585.0,47214.0
49009,41248.0,48751.0,50911.0
49011,64840.0,68974.0,69019.0
49013,53196.0,54973.0,57945.0
49015,51205.0,48745.0,51819.0
49017,42668.0,40762.0,41786.0
49019,39726.0,41410.0,42702.0
49021,39980.0,41094.0,41804.0
49023,51917.0,51762.0,51823.0
49025,43939.0,42515.0,43128.0
49027,45810.0,47316.0,48472.0
49029,71484.0,74509.0,75348.0
49031,35233.0,34079.0,36403.0
49033,51902.0,50980.0,53643.0
49035,56664.0,56166.0,58743.0
49037,37259.0,37444.0,38329.0
49039,39999.0,45231.0,43921.0
49041,44830.0,43190.0,45243.0
49043,74535.0,85221.0,84672.0
49045,60541.0,61719.0,61927.0
49047,54090.0,58936.0,60419.0
49049,54385.0,58077.0,58167.0
49051,61593.0,56379.0,62014.0
49053,48247.0,46001.0,45305.0
49055,42456.0,39593.0,40185.0
49057,53612.0,52183.0,54169.0
50001,51967.0,54542.0,55120.0
50003,47161.0,44701.0,48306.0
50005,40219.0,42452.0,42558.0
50007,56016.0,60865.0,62374.0
50009,34947.0,34535.0,35207.0
50011,51296.0,53412.0,53436.0
50013,54907.0,56241.0,54915.0
50015,47994.0,46549.0,49256.0
50017,48008.0,50192.0,49747.0
50019,36515.0,39598.0,40764.0
50021,43600.0,46542.0,45168.0
50023,51334.0,54840.0,56710.0
50025,43045.0,46566.0,49098.0
50027,48804.0,49295.0,50094.0
51001,37312.0,37714.0,36957.0
51003,61845.0,63972.0,70813.0
51005,43110.0,45108.0,44530.0
51007,49057.0,49399.0,49714.0
51009,42063.0,44494.0,43791.0
51011,44479.0,44097.0,43814.0
51013,93231.0,98060.0,99255.0
51015,50534.0,51036.0,49773.0
51017,41266.0,42423.0,44524.0
51019,51656.0,58264.0,56910.0
51021,39975.0,41654.0,42843.0
51023,63528.0,62204.0,60943.0
51025,36806.0,35207.0,34621.0
51027,29712.0,32722.0,32848.0
51029,37568.0,37440.0,34415.0
51031,42158.0,47450.0,41193.0
51033,52779.0,52496.0,54336.0
51035,34796.0,34891.0,32777.0
51036,45916.0,45960.0,47828.0
51037,33899.0,35677.0,32873.0
51041,69190.0,71074.0,70371.0
51043,67962.0,74472.0,67922.0
51045,44882.0,45789.0,38268.0
51047,56897.0,58596.0,59609.0
51049,39394.0,40080.0,36988.0
51051,32955.0,33494.0,35147.0
51053,50535.0,50152.0,51131.0
51057,43125.0,42550.0,42012.0
51059,102726.0,105409.0,106690.0
51061,83176.0,85096.0,82957.0
51063,44188.0,39997.0,42211.0
51065,63869.0,62086.0,63307.0
51067,40931.0,49003.0,43427.0
51069,62173.0,64501.0,64027.0
51071,40773.0,43139.0,44365.0
51073,58893.0,58282.0,57173.0
51075,81938.0,76804.0,81707.0
51077,31930.0,31286.0,32611.0
51079,57592.0,60710.0,59718.0
51081,38702.0,37861.0,36996.0
51083,35879.0,35170.0,36203.0
51085,72319.0,71714.0,74660.0
51087,59128.0,58110.0,58723.0
51089,32669.0,32596.0,34232.0
51091,35793.0,37286.0,37501.0
51093,62224.0,60922.0,64606.0
51095,74241.0,73575.0,78396.0
51097,44277.0,45087.0,45090.0
51099,77200.0,75935.0,75861.0
51101,64205.0,57779.0,62005.0
51103,44296.0,43470.0,47769.0
51105,31116.0,30341.0,30606.0
51107,119075.0,119525.0,118934.0
51109,50101.0,53267.0,54836.0
51111,35260.0,34488.0,33618.0
51113,49389.0,52116.0,51094.0
51115,53418.0,54113.0,57051.0
51117,35196.0,36372.0,37435.0
51119,45686.0,46171.0,48066.0
51121,42827.0,44066.0,42307.0
51125,47368.0,46055.0,47234.0
51127,67979.0,69885.0,68862.0
51131,35308.0,35594.0,32138.0
51133,46320.0,45908.0,47143.0
51135,36975.0,36712.0,36818.0
51137,53837.0,56967.0,58673.0
51139,37970.0,40118.0,41300.0
51141,33678.0,34486.0,33818.0
51143,41031.0,40664.0,42236.0
51145,70025.0,71507.0,73639.0
51147,36100.0,36503.0,37636.0
51149,59346.0,56374.0,62475.0
51153,91290.0,93101.0,93011.0
51155,41184.0,39054.0,42502.0
51157,57499.0,59277.0,58276.0
51159,40596.0,39624.0,41190.0
51161,57720.0,60382.0,58550.0
51163,44502.0,42567.0,46909.0
51165,49158.0,51826.0,51137.0
51167,34460.0,30562.0,35912.0
51169,33797.0,35342.0,36566.0
51171,46016.0,47669.0,48677.0
51173,35437.0,34916.0,36235.0
51175,43232.0,43374.0,43846.0
51177,72463.0,75627.0,77298.0
51179,93185.0,90748.0,95927.0
51181,46112.0,46486.0,50425.0
51183,37019.0,37329.0,36901.0
51185,35485.0,36521.0,34760.0
51187,55758.0,56450.0,58632.0
51191,39690.0,40513.0,43155.0
51193,45291.0,43175.0,45051.0
51195,36789.0,36286.0,35800.0
51197,37624.0,39879.0,38533.0
51199,77070.0,80178.0,75316.0
51510,78023.0,82070.0,80942.0
51515,35664.0,36552.0,36579.0
51520,33149.0,29612.0,31973.0
51530,37629.0,32855.0,36289.0
51540,42686.0,41826.0,41031.0
51550,67674.0,65699.0,64950.0
51570,48883.0,48299.0,51664.0
51580,33962.0,35921.0,36566.0
51590,31153.0,31545.0,30588.0
51595,33255.0,32801.0,32225.0
51600,83413.0,87307.0,86963.0
51610,105124.0,117481.0,121250.0
51620,36454.0,30725.0,36078.0
51630,43460.0,50522.0,47297.0
51640,32061.0,31740.0,33191.0
51650,50923.0,48656.0,47206.0
51660,37179.0,36370.0,35489.0
51670,37226.0,36792.0,39315.0
51678,41298.0,40105.0,40250.0
51680,36397.0,36657.0,37402.0
51683,64274.0,65590.0,65307.0
51685,67948.0,71976.0,68970.0
51690,29887.0,30227.0,29550.0
51700,49228.0,47969.0,46794.0
51710,41015.0,42201.0,41880.0
51720,33662.0,32624.0,33234.0
51730,32435.0,32615.0,33280.0
51735,79229.0,81040.0,84177.0
51740,42740.0,41910.0,41699.0
51750,34009.0,33848.0,37440.0
51760,39214.0,38368.0,37933.0
51770,37486.0,38482.0,37800.0
51775,46636.0,44499.0,47760.0
51790,40855.0,41006.0,40379.0
51800,62419.0,61335.0,61778.0
51810,63354.0,64107.0,61523.0
51820,40256.0,40342.0,43883.0
51830,46285.0,46358.0,44256.0
51840,41008.0,42539.0,42305.0
53001,41099.0,40675.0,43939.0
53003,39340.0,41864.0,42364.0
53005,59409.0,61539.0,58361.0
53007,45561.0,48458.0,45730.0
53009,42111.0,47903.0,43482.0
53011,55144.0,56750.0,56087.0
53013,41244.0,42463.0,41834.0
53015,43031.0,43611.0,47714.0
53017,48113.0,47958.0,48308.0
53019,35721.0,34543.0,36321.0
53021,49873.0,48904.0,52829.0
53023,41482.0,46302.0,46927.0
53025,42514.0,43149.0,45050.0
53027,40281.0,40886.0,41823.0
53029,54714.0,58179.0,56459.0
53031,45600.0,47045.0,47398.0
53033,66147.0,68596.0,68944.0
53035,57107.0,60294.0,59354.0
53037,40376.0,41823.0,43649.0
53039,42510.0,43340.0,46001.0
53041,40109.0,42072.0,42993.0
53043,48746.0,47602.0,46603.0
53045,46062.0,44331.0,48539.0
53047,35682.0,38680.0,38537.0
53049,37832.0,37632.0,37774.0
53051,39035.0,37457.0,40304.0
53053,56446.0,55215.0,57542.0
53055,50836.0,52371.0,51224.0
53057,54600.0,52013.0,52886.0
53059,47804.0,51548.0,53669.0
53061,63391.0,63766.0,67068.0
53063,46881.0,48693.0,47531.0
53065,41147.0,41166.0,39948.0
53067,60672.0,59694.0,58556.0
53069,44740.0,41286.0,49346.0
53071,43119.0,47570.0,45225.0
53073,49999.0,51315.0,51509.0
53075,39251.0,35860.0,32276.0
53077,40503.0,41666.0,43428.0
54001,31634.0,33004.0,32940.0
54003,50923.0,51029.0,52672.0
54005,38126.0,38357.0,39194.0
54007,32606.0,32369.0,33280.0
54009,38197.0,41034.0,40044.0
54011,36274.0,36864.0,36048.0
54013,29084.0,28581.0,32922.0
54015,31232.0,29802.0,32885.0
54017,34444.0,35261.0,34753.0
54019,30856.0,32316.0,33445.0
54021,31558.0,33196.0,32912.0
54023,36487.0,37953.0,38029.0
54025,35456.0,35924.0,36248.0
54027,33991.0,36588.0,34896.0
54029,38501.0,39110.0,37025.0
54031,37002.0,38013.0,38171.0
54033,40441.0,39899.0,41221.0
54035,38600.0,41066.0,39352.0
54037,63156.0,59280.0,62924.0
54039,43110.0,40409.0,45813.0
54041,34734.0,37270.0,37345.0
54043,34119.0,32517.0,34023.0
54045,33202.0,34001.0,33542.0
54047,24133.0,23751.0,25246.0
54049,38856.0,39774.0,40638.0
54051,37206.0,41974.0,42395.0
54053,36279.0,35132.0,36730.0
54055,32366.0,33500.0,34688.0
54057,38629.0,38073.0,38673.0
54059,31915.0,31681.0,32736.0
54061,42247.0,43447.0,41503.0
54063,34637.0,37066.0,36798.0
54065,40636.0,40762.0,41087.0
54067,35945.0,36080.0,38681.0
54069,38997.0,36836.0,37973.0
54071,36733.0,37042.0,36824.0
54073,40416.0,41596.0,42935.0
54075,31289.0,34928.0,30826.0
54077,42529.0,40375.0,40431.0
54079,52942.0,53964.0,55172.0
54081,37915.0,38156.0,40199.0
54083,35176.0,33529.0,36951.0
54085,35170.0,35421.0,36554.0
54087,31362.0,28131.0,30819.0
54089,29261.0,30751.0,29352.0
54091,36846.0,39055.0,39665.0
54093,33915.0,35019.0,35423.0
54095,36122.0,36952.0,37826.0
54097,35893.0,36719.0,44593.0
54099,36360.0,35418.0,37705.0
54101,29083.0,28697.0,27382.0
54103,36390.0,38457.0,37759.0
54105,36037.0,36084.0,36999.0
54107,39456.0,38005.0,42065.0
54109,35872.0,32851.0,32880.0
55001,42347.0,40339.0,42241.0
55003,36651.0,36683.0,39134.0
55005,42805.0,44666.0,42676.0
55007,40155.0,42558.0,44487.0
55009,51330.0,52744.0,51100.0
55011,44088.0,44425.0,48009.0
55013,38774.0,40295.0,37336.0
55015,62173.0,66543.0,69658.0
55017,46479.0,50120.0,49867.0
55019,40136.0,40056.0,43133.0
55021,54304.0,57457.0,55986.0
55023,37649.0,41181.0,41968.0
55025,58958.0,60489.0,60119.0
55027,50996.0,52130.0,51602.0
55029,45990.0,46441.0,48055.0
55031,40930.0,45935.0,43573.0
55033,47442.0,45878.0,47214.0
55035,43901.0,47660.0,47895.0
55037,41928.0,46041.0,44666.0
55039,50327.0,53305.0,53548.0
55041,38735.0,39282.0,39167.0
55043,42256.0,45748.0,46503.0
55045,51019.0,53051.0,55154.0
55047,43571.0,47094.0,46751.0
55049,51738.0,51740.0,52754.0
55051,35532.0,38355.0,39130.0
55053,38812.0,41337.0,43776.0
55055,50963.0,53710.0,54141.0
55057,40228.0,41226.0,44670.0
55059,52028.0,51966.0,54196.0
55061,50099.0,54727.0,55361.0
55063,47271.0,49698.0,48129.0
55065,46595.0,48231.0,46348.0
55067,37762.0,41994.0,44103.0
55069,45092.0,45927.0,48766.0
55071,48059.0,48804.0,49160.0
55073,50192.0,51908.0,52725.0
55075,38099.0,39705.0,43064.0
55077,43976.0,41814.0,43423.0
55078,31509.0,30156.0,33925.0
55079,40582.0,40780.0,42434.0
55081,44941.0,45841.0,45790.0
55083,44421.0,53280.0,52156.0
55085,44038.0,39418.0,44621.0
55087,55556.0,56901.0,58058.0
55089,73471.0,74631.0,76289.0
55091,43912.0,45193.0,48108.0
55093,57111.0,57866.0,60321.0
55095,46871.0,46872.0,50026.0
55097,49652.0,50712.0,46725.0
55099,41116.0,41576.0,41344.0
55101,51712.0,52900.0,52164.0
55103,40685.0,43222.0,43632.0
55105,47128.0,47857.0,46926.0
55107,35757.0,36810.0,37414.0
55109,64990.0,64490.0,69436.0
55111,47531.0,48874.0,52591.0
55113,37858.0,40002.0,40228.0
55115,45139.0,42795.0,44213.0
55117,50397.0,51541.0,52589.0
55119,43942.0,42460.0,43124.0
55121,43425.0,46203.0,48566.0
55123,45059.0,42670.0,43823.0
55125,37154.0,40901.0,39025.0
55127,52823.0,52300.0,51298.0
55129,38474.0,39777.0,41666.0
55131,61955.0,67760.0,66616.0
55133,71176.0,73025.0,72656.0
55135,47121.0,47601.0,51503.0
55137,42590.0,39836.0,42791.0
55139,49166.0,49279.0,51740.0
55141,45226.0,46558.0,46027.0
56001,40430.0,45651.0,39248.0
56003,44137.0,49929.0,46118.0
56005,76441.0,70438.0,80327.0
56007,52935.0,52855.0,53780.0
56009,58599.0,59507.0,63808.0
56011,53961.0,55294.0,53781.0
56013,45998.0,45731.0,47906.0
56015,41226.0,41014.0,42045.0
56017,40126.0,41845.0,42596.0
56019,56475.0,53577.0,51903.0
56021,50278.0,53839.0,53999.0
56023,58175.0,60062.0,60817.0
56025,52101.0,52904.0,54402.0
56027,40683.0,41712.0,43712.0
56029,50058.0,50141.0,51003.0
56031,44288.0,47916.0,45435.0
56033,51926.0,53217.0,50310.0
56035,73855.0,75242.0,68509.0
56037,67508.0,69756.0,64747.0
56039,68358.0,69095.0,66592.0
56041,60532.0,61266.0,61057.0
56043,47831.0,49747.0,49533.0
56045,48653.0,53313.0,53665.0
,,,
