fips,poor_or_fair_health_percent,poor_physical_health_days,poor_mental_health_days,low_birthweight_percent,smokers_percent,obesity_percent,food_environment_index,physically_inactive_percent,access_to_exercise_percent,excessive_drinking_percent,alcohol_impaired_driving_death_rate,STI_rate,teen_birth_rate,uninsured_percent,primary_care_physician_rate,dentist_rate,mental_health_provider_rate,mammography_screening_percent,high_school_cohort_size,high_school_graduation_rate,some_college_percent,unemployment_percent,children_in_poverty_percent,income_inequality,single_parent_households_percent,violent_crime_rate,injury_death_rate,particulate_matter,severe_housing_problems_percent,drive_alone_percent,Driving alone to work - 95% CI - Low - 2016,long_commute_percent,child_mortality_rate,infant_mortality_rate,frequent_physical_distress_percent,diabetic_percent,HIV_rate,food_insecure_percent,limited_access_to_food_percent,drug_overdose_mortality_rate,motor_vehicle_mortality_rate,insufficient_sleep_percent,uninsured_adults_percent,uninsured_children_percent,median_household_income,free_lunch_percent,segregation_black_to_white,segregation_nonwhite_to_white,homicide_rate,population_2016,age_under_18_percent,age_65_or_older_percent,black_percent,american_indian_percent,asian_percent,hawaiian_or_pac_islander_percent,hispanic_percent,white_non_hispanic_percent,not_proficient_in_english_percent,female_percent,rural_percent
01001,19.4,4.4,4.3,8.786701209,18.7,30.9,7.1,28.7,70.8214986,15.1,31.81818182,416.1112512,35.18352112,13.42053547,39.82189,32.49391,12.63652,62,769,83,56.47074961,5.883046915,18.1,4.303481107,27.30629927,253.6446171,76.43785057,12.92,13.6192626,89.23013586,87.152547,41.7,50.48834416,7.054296708,12.9,10.9,205.4068381,13.9,9.793530396,7.824019741,19.71531091,37.6,17.48118055,3.859071904,54366,36.94555933,32.84197911,28.53396636,5.1,55395,25.17736258,13.82976803,18.49444896,0.496434696,1.088545898,0.101092156,2.733098655,75.59707555,0.481429207,51.36203629,42.00216232
01003,16,4.1,4.2,8.507296643,18.6,26.7,7.6,25.2,72.1685458,15.1,39.43661972,308.1922533,41.62056131,17.48200251,75.17643,47.97337,77.95673,66,2083,80,62.33591821,6.053720212,19.8,4.494800495,28.22537442,220.6651063,70.18159488,13.13,14.70790378,84.07115202,82.54390557,36.8,51.34248941,5.919469199,12.2,10.9,174.3248816,13.7,5.460260624,16.02889293,15.9008659,32.8,22.06832065,5.713275744,49626,36.16030457,47.07210747,34.71646432,3.8,200111,22.16070081,18.68213142,9.395785339,0.743587309,0.907996062,0.0639645,4.56246783,83.00043476,1.429898278,51.22856815,42.27909911
01005,25.7,4.9,4.7,12.14828048,21.4,40.8,5.1,32.9,45.26714499,12.4,39.13043478,632.3296938,67.9023347,17.43989337,36.93308,37.1927,7.43854,63,264,80.53030303,43.35856848,10.80927484,38.1,5.285566706,54.48004112,146.8885763,63.73159476,12.62,17.5596817,83.51998243,81.0925288,35.1,59.79583992,12.95986622,15.4,15.3,399.4269092,22.3,11.42031572,,18.22204868,39.6,22.51259899,5.134228188,34971,,30.78853386,25.65645352,4.5,26887,21.16636293,16.48752185,47.19381114,0.591363856,0.490943579,0.174805668,4.533789564,46.58385093,2.150664003,46.61360509,67.7896347
01007,22,4.8,4.6,12.41573034,21,40.1,7.4,33.2,32.83875191,13.8,34.375,367.3053945,48.3937397,14.95413909,35.5366,17.77304,,59,270,81,48.92787524,7.137850467,26.8,4.251361262,32.04522097,235.9521105,74.7377584,12.87,12.99932295,84.03447832,80.07176044,45.7,110.6305944,14.0213124,14.8,12.5,124.8374512,16.2,2.144660992,14.78961769,23.91832521,40.6,19.01122522,4.245378834,39546,54.96402878,40.55975965,40.0086247,7.4,22506,21.02106105,14.78716787,21.90971297,0.42210966,0.222162979,0.128854528,2.106105039,74.5223496,0.521099893,45.93441749,68.35260746
01009,20.7,4.6,4.5,7.472798193,19.4,32.4,8.3,28.5,25.50853076,14.1,19.23076923,159.0979836,45.34792807,17.60695132,25.91927,19.05785,5.1976,61,690,84.97536232,49.14993353,6.146908264,24.1,4.124185627,28.26118326,219.0343442,88.52998563,12.66,12.33951498,85.07307831,82.83989829,59,51.89877948,6.049606776,13.9,11.7,93.72656836,12.1,1.062467654,24.21907887,24.66779458,36.2,22.29338125,6.036892119,45567,45.00305935,62.46644777,34.35306019,3.3,57719,23.59015229,17.00133405,1.637242503,0.628909025,0.291065334,0.114347095,8.735425077,87.75619813,1.765032377,50.53102098,89.95150204
01011,29.3,5.3,4.8,13.70235935,22.3,44.5,3.9,33.1,23.1995602,11.3,44,992.9348864,83.47315436,18.52198316,37.59752,18.58045,9.29023,60,123,82.5,34.50704225,9.083137423,43.1,5.767400807,72.53613666,283.3508523,89.62581223,12.75,15.37433155,77.71653543,70.78814823,47.1,152.2070015,,17,17.3,368.3035714,23.7,20.15173014,,47.66949153,44.1,24.2384106,4.94411006,26580,,16.08035775,15.19969585,,10764,21.42326273,14.86436269,69.11928651,0.836120401,0.25083612,0.733927908,7.460052025,22.12002973,2.573603044,45.25269417,51.37438153
01013,27.4,5.3,5.1,11.0042735,22.8,36,6,34.4,46.00658806,10.5,31.03448276,773.1324174,56.61664393,15.52918499,39.47693,24.6354,19.70832,62,259,68,43.69922933,8.570193451,36.7,5.036662643,52.34717296,483.0378778,79.58383478,12.82,18.58895706,86.42474873,83.27608647,35,51.66089787,,17.2,16.2,241.95928,22.3,2.832029115,,19.32647244,40.6,20.06865372,4.074979625,32512,70.81664099,33.80922533,33.40415577,10.2,20296,23.55636579,17.95427671,43.69333859,0.369530942,0.945999212,0.044343713,1.197280252,53.09913283,0.425974026,53.5819866,71.23215735
01015,22.3,4.9,4.9,8.873309965,23.8,32,6.2,33.6,59.28549742,12.9,25,680.330105,47.23742277,15.95774545,63.3909,53.48701,87.99475,56,1265,83.00316206,53.73339284,7.919188475,28.1,5.105586092,40.04363803,504.5156397,72.69466204,12.89,14.53075494,85.45029549,84.24811948,28.8,62.88363711,7.976366322,15,12.6,201.9545957,17.8,10.04382389,9.429972453,17.3913255,39,20.3831201,3.918565559,41123,53.55850422,51.42930746,47.0358177,10.8,115916,22.16432589,15.95897029,20.79436834,0.519341592,0.878222161,0.096621692,3.52841713,72.85448083,0.82972125,51.79267746,33.69682556
01017,25.8,5.1,4.9,12.12871287,20.8,39.8,5.7,34.8,61.1632325,12,33.33333333,901.2447158,60.70328542,16.76342005,38.05398,26.41155,,60,397,75.7581864,47.69630914,6.747860435,31.6,5.082479508,53.81465811,553.4591195,77.29966504,12.97,17.45507884,85.87039584,83.6782177,35.5,46.57816815,9.325681492,16.1,15.3,363.7749446,20.5,8.821524906,,25.39825293,39.5,21.36471271,3.784418635,34116,65.68772449,29.01844588,28.06958277,9.9,34076,21.35227139,18.34428924,39.20647963,0.25237704,0.777673436,0.058692335,1.974997065,56.84352624,0.208833339,52.31834722,49.14803449
01019,19.8,4.6,4.7,8.968883466,19.8,32.7,7.8,31,32.94855516,13.3,20,222.896891,49.80392157,16.4009221,22.89814,15.36275,19.20344,64,297,82,54.42703749,5.850075228,27.9,5.123188894,31.46543424,374.3691305,90.68273339,12.93,12.96768708,85.6637516,83.91089343,44,63.91818472,,14,12.5,130.2609711,15.1,0.132686376,19.16663472,25.92202435,34.3,20.38903968,5.118668084,38013,54.62042202,22.90380332,14.41148379,,26037,20.36332911,20.91638822,4.624188655,0.541537043,0.265007489,0.026884818,1.509390483,91.61577755,0.100904101,50.22852095,85.73627304
01021,20.8,4.6,4.6,9.339576146,21.2,37.1,7.8,32,32.32820842,14,28.76712329,337.7530295,58.20649938,19.17568041,18.20209,25.03927,38.69705,66,567,74,39.43114031,6.281052246,27.6,4.514099203,31.94692764,407.3969917,86.38341438,12.93,16.35471003,82.18895199,79.14895587,49.1,64.73090438,9.636767976,14.1,11.8,94.24809425,14.4,1.688604305,12.14873084,26.56504172,38.9,24.34452708,6.236911591,41450,56.37478794,35.88503908,26.49112255,7.5,43931,24.21524664,15.19883454,10.17504723,0.498509026,0.425667524,0.186656348,7.72347545,80.32368942,2.784370336,50.78873688,86.74472424
01023,25.4,4.9,4.8,10.2020202,19,38.7,5.8,33.8,20.10967602,11.2,40,432.7734174,40.65553104,15.90973202,37.24117,45.0349,,55,130,77.5,49.06832298,9.064523331,31.9,6.042345533,43.9862543,110.9358052,105.1048859,12.82,13.28934967,84.10087719,80.47629127,41.7,100.4856808,,15,15.7,233.1002331,18.9,11.62806842,,44.40634908,42.5,19.73265436,5.333333333,35049,74.31725741,31.96938073,31.72238153,,13323,20.57344442,20.76859566,42.22022067,0.195151242,0.277715229,0.007505817,0.773099152,56.05344142,0.015554519,52.52570742,100
01025,25.8,5.3,4.9,12.71907862,21.2,36.1,4.9,30.2,38.14113731,11,33.33333333,763.0857279,40.8103347,15.67363165,47.60582,28.06174,36.07937,60,398,85.12562814,42.05847153,12.46759659,33.7,7.171949509,49.01461094,464.1185647,84.4185283,13.01,14.75321888,85.25109703,82.42275009,29.8,77.97430952,11.07366394,16.3,15.5,136.7860007,23.2,11.23251266,,29.33801265,38.9,20.12342367,4.315012305,36620,63.09650053,20.73792779,20.23791058,6.4,24945,22.57366206,17.97955502,43.93666065,0.40489076,0.501102425,0.016035278,1.334936861,53.10883945,0.171404682,52.83623973,75.98033523
01027,23.1,5,4.8,11.71345595,20.4,37.7,7.2,36.2,21.2604077,12.3,33.33333333,521.0271679,50.25773196,19.24357315,37.07549,14.75797,7.37898,58,125,87.5,42.78300357,7.216305545,28.9,4.9509643,39.4571334,313.0301799,64.02700776,12.92,16.91368788,83.90618682,80.56303427,37,,,15.4,13.5,175.0853541,16.8,1.928948336,,19.59429497,36.1,23.82330732,6.765676568,35940,,24.38235558,25.31851817,,13552,21.58353011,19.41410862,14.34474616,0.568181818,0.273022432,0,3.401711924,79.68565525,0.890506427,50.61245573,100
01029,18.1,4.3,4.4,8.903020668,18.5,30,7.9,33.2,40.15495592,14.2,30.43478261,323.6245955,57.15935335,16.68308703,26.67734,6.6313,39.7878,49,182,92.5,49.53612595,6.714087439,24.8,5.266902963,28.81165919,224.3278535,95.23681775,12.96,14.03985507,77.42952198,72.80673646,49.8,,,13,11,112.4227094,14.4,0.536935555,,24.94626957,32.8,21.01391875,5.449900653,40418,49.86866792,47.67757542,38.74392098,,15080,23.27586207,18.38859416,3.594164456,0.384615385,0.185676393,0.072944297,2.460212202,92.30106101,0.120507549,50.38461539,100
01031,20.8,4.8,4.6,8.640921698,19.3,30.2,6.9,29.4,70.79362537,13.4,32.5,597.0498712,41.067406,16.7674249,47.1161,33.39292,49.10723,59,672,93.24925595,59.51766355,6.683817345,25,5.317502638,40.10748243,363.9015013,55.53263732,12.61,12.84210526,85.02747253,83.70019312,23.5,61.74364041,8.736415939,14.7,12.3,164.3501127,15.6,7.425411658,7.838065565,18.09939152,35.4,21.27367734,5.48502994,46931,42.29231933,34.48168226,25.43711762,3.2,50909,23.66772084,15.9460999,17.26217368,1.406431083,1.596967137,0.396786423,6.43894007,71.33905596,2.240866834,50.53919739,47.19508289
01033,21.4,4.8,4.8,9.628610729,18.5,36.6,7,29.7,44.25295804,13.4,7.272727273,549.167983,51.76725575,14.49409533,55.02568,40.33515,25.66782,70,623,83.93900482,57.02134241,8.207028648,25.3,4.75862069,33.96592443,372.9043204,69.40058458,12.71,14.17676088,89.81188214,88.09523974,25.8,75.52553183,7.711499206,14.2,13.4,102.0563264,16.3,5.08981574,,20.19454957,35.9,18.26129636,4.244633455,43057,46.33641675,30.61416026,28.2850803,5.2,54543,21.71497717,18.51566654,16.022221,0.621527969,0.507856187,0.055002475,2.552114845,78.78737877,0.383044915,51.79949764,43.89468656
01035,31.4,5.8,5.3,13.62781955,23.8,37.2,4.6,33.5,0.128515271,10.3,23.52941177,577.7675064,52.75304979,18.06983511,38.79879,15.78532,39.4633,65,109,87.5,37.46741155,10.73666019,41.2,5.510988497,48.08228731,612.8437508,97.74723177,12.86,18.75,94.79670173,,41.2,111.0446741,,18.7,18.5,300.1910307,23,14.78309504,,35.75143006,41.2,23.0779445,4.707077548,29101,82.90754258,17.46098829,16.36799185,,12670,21.41278611,20.41831097,45.5801105,0.402525651,0.134175217,0.031570639,1.752170482,51.13654302,0.343558282,51.87056038,80.94950106
01037,24.7,5.1,4.9,12.28323699,21.8,38.8,6.6,30.8,24.48219083,12.3,43.33333333,446.8356739,48.78048781,17.27375566,9.176,,9.18611,63,94,72.5,41.41069397,8.840909091,29,4.566511425,44.94855005,290.9169271,100.8536541,12.93,16.83060109,84.95314592,79.13978939,41.2,,,15.9,15.6,156.8873549,17.7,6.524480323,,28.04048026,39,20.74171797,5.808550186,34679,,39.70564005,39.70002365,,10886,18.28954621,18.52838508,31.30626493,0.624655521,0.183722212,0.15616388,2.314899871,64.75289363,0.663365412,49.54988058,100
01039,21.4,4.8,4.8,9.604339502,19.9,31.6,7.2,35.5,51.15053621,13.1,32.55813954,400.4742458,65.56562772,16.92679056,47.51095,34.28813,50.11341,60,442,83.32239819,52.01342282,7.761080464,30.2,4.690615463,37.79575085,242.1817416,64.443881,12.71,16.47651007,82.29267617,79.75632422,25.9,73.66373976,9.218054673,14.7,12.9,147.4926254,16.4,3.046753433,,20.4168053,35.5,21.50483893,4.869866975,36149,50.33686237,41.91938803,37.10359813,,37914,22.09474073,19.77633592,12.80793375,0.633011553,0.458933376,0.007912644,1.619454555,83.05902833,0.728658708,51.57197869,69.65179399
01041,23.3,4.9,4.7,8.355555556,20.4,36.6,5.7,31.6,35.58895441,12.8,26.31578947,575.1615423,49.53953636,16.54488518,14.30001,14.30922,28.61844,61,156,97.5,41.98542805,6.950672646,28,5.107803867,40.08647313,441.5302858,78.67257903,12.75,12.47787611,82.82573437,79.36872249,45.1,,,14.9,13.8,214.206152,17.2,15.83537356,,30.67861087,39.3,20.73317308,5.831597739,34445,,23.04067091,24.13781372,,13977,22.66580811,17.95091937,23.8749374,0.457895113,1.845889676,0.093009945,1.667024397,70.59454819,0.926989964,51.08392359,100
01043,19.8,4.5,4.7,9.064830752,20.1,34.7,7.7,28.4,38.1339701,14.3,21.95121951,294.6295375,55.0140056,18.81700107,56.92294,44.28643,102.10484,63,958,86.41127349,57.23589744,6.096907856,23.5,4.672584888,28.94242458,201.19145,73.28391431,12.53,14.27201534,84.41611455,82.98348119,34.2,59.79560774,6.542454843,13.8,11.5,68.17440792,13.9,3.153374299,23.91358127,23.4711314,34.9,23.73127215,5.850159405,39922,52.03854707,63.79441104,36.87841509,3.2,81289,22.52088228,17.62108034,1.334743938,0.599097049,0.515444894,0.04920715,4.394198477,92.11332407,0.972423803,50.49268659,73.23955924
01045,21.1,4.5,4.6,8.379228954,20.2,36.2,6.3,27.8,47.96720463,13.7,40.90909091,596.7012925,45.46776539,14.89382124,26.06046,34.35454,72.75079,57,498,82.09337349,61.84428078,7.153012698,33.5,5.100365303,34.25972292,395.764324,65.47507356,12.52,11.85619582,84.94649003,82.46138921,25.4,45.01186677,7.141478479,14,12,296.164311,17.1,10.28382257,10.68005233,18.58013469,40.8,19.06714676,4.440816327,41940,,31.02418459,26.05151093,7.8,49484,23.64400614,15.38072913,19.20822892,0.802279525,1.339827015,0.129334735,6.111066203,70.23078167,0.722060336,50.54563091,50.88853953
01047,30,6,5.4,12.9401211,25.4,42.4,3.7,34.2,58.83386582,9.7,62,1208.473311,67.77482649,14.26670442,80.96009,31.16684,35.96174,67,523,70.36137667,42.85270997,11.56410745,49.5,6.653487429,70.13223894,781.8388057,81.10450431,12.93,23.94932015,79.29401317,77.34851119,21.8,71.15696782,6.596306069,19.5,19,393.4068459,28.6,11.56345443,7.900703953,24.98109983,43.7,18.90617443,3.442992339,26602,81.02537679,56.85439891,56.35483657,24,41711,25.22835703,15.61938098,69.1448299,0.208578073,0.503464314,0.035961737,0.956582197,28.48409293,0.113224638,53.69566781,45.63897764
01049,22.8,4.8,4.7,8.71042471,19.2,30.6,7.9,32.4,40.24806987,12.7,34.7826087,246.2014631,56.29863813,22.95977873,43.65398,28.14325,16.88595,59,845,85.08284024,42.98851856,6.941196999,36.5,4.401851281,28.99325084,243.4288287,91.71705009,12.93,14.05088063,85.92238367,83.82524852,28.6,55.3166185,6.321493077,14.9,11.5,87.71024662,13.4,2.254340844,19.70369397,21.00505131,36.3,29.37593703,7.516859477,36241,61.68715557,63.22464011,34.0557389,3.3,71065,24.69992261,15.70252586,1.774431858,2.147329909,0.364455076,0.72750299,14.20671217,80.61352283,4.473751485,50.71554211,90.1306445
01051,18.2,4.2,4.3,9.115587941,19.3,30.3,7.3,29.7,68.06299888,15,35.63218391,487.4176785,41.16674665,12.29252871,30.90158,13.5841,9.87935,65,1127,73.63664596,54.66714906,5.772243754,20.7,3.955453024,33.00902654,178.7265317,71.81678961,12.91,12.36454077,85.98142044,84.23481204,45.9,75.15769695,7.802525181,12.3,10.5,213.0004766,14.5,6.559576214,6.185362957,19.29840382,34,15.480717,4.64984843,54298,44.3391937,26.94312784,28.3516712,7.6,80977,22.96948516,14.02620497,21.02325352,0.422342147,0.724897193,0.112377589,2.735344604,73.65671734,0.854825264,51.4738753,54.18836614
01053,26.5,5.2,5,10.4727708,22.7,39.4,6,33.4,56.11576503,12.5,48.38709677,486.9189872,65.32248556,18.69805613,42.12411,39.753,37.1028,61,408,81.12745098,40.34214619,8.221783852,31.6,5.486169867,51.30865362,564.8735552,106.4834243,12.92,14.08501441,86.67425043,83.87678495,30.7,81.7208067,8.177570094,16.6,15.4,184.5884304,19.8,7.576713325,30.78005453,25.14939491,38.7,24.30928439,4.989079205,37077,63.62532524,39.40485686,35.38902762,12,37733,22.03111335,16.66180797,32.14692709,3.418758116,0.28092121,0.053004002,2.080407071,60.58622426,0.162546942,48.80078446,63.51157389
01055,22.8,5,5.1,8.329428304,22.3,34.7,6.7,32.5,43.96916595,12.9,27.39726027,695.4555905,51.51218682,16.08949073,77.93632,49.26061,89.82817,59,1242,79.86513688,52.20488598,7.028775988,29.5,4.71073258,37.37539378,497.8706905,73.66270538,12.79,14.13954635,86.53860871,84.40669915,27.1,79.09223209,11.43979663,15.3,13,165.1348981,16,8.619385788,14.75049222,17.13751416,39.9,20.37932974,4.550193936,39904,51.30752819,66.46160921,60.46342438,7.2,103531,22.05136626,17.30785948,15.3316398,0.549593842,0.839362123,0.283007022,3.674261815,78.39970637,1.124672438,51.60869691,37.48348176
01057,22.2,4.9,4.7,10.64638783,20.5,32.4,7.4,30.5,27.44040369,12.6,35.71428571,370.9591945,51.29575207,15.35229953,41.39807,29.63139,11.85255,58,196,77.5,45.55526246,7.896831715,29.2,5.273307128,42.13938412,173.67964,98.10218978,12.47,10.72931276,85.24562584,81.40410734,35.5,,,15,13.4,90.22138941,16.5,1.329627887,,29.82873336,36.8,19.4092827,4.414083027,35664,48.3937397,44.96861755,44.04448414,,16874,21.69610051,19.55671447,11.80514401,0.432618229,0.331871518,0.005926277,1.446011616,85.01837146,0.080926295,50.46224962,80.23316513
01059,23.2,5.1,4.8,8.975578814,19.7,34.2,7.5,34.8,58.83800151,12.6,24,318.000063,58.18231367,20.37521319,47.57072,22.1512,6.32891,55,402,86.59701493,42.5111221,7.792683821,35.5,4.649277225,42.17829559,380.0160007,118.0034076,12.27,14.46364002,81.4259064,78.21462521,35.4,63.87327542,7.783312578,15.8,12.3,38.42606825,14.9,3.643894577,24.23757034,24.89442501,37.7,26.30738948,5.947302384,33881,58.02728227,53.02197537,53.78848845,,31601,24.34100187,15.94886238,3.993544508,1.461979051,0.430366128,0.151893927,16.06911174,77.95006487,6.467021241,50.29271226,70.36651527
01061,22,4.9,4.8,8.90316659,21.9,34.7,7.5,30.5,27.42814483,13,28.57142857,460.4359289,55.45064378,19.27688618,26.19074,7.48727,14.97454,60,251,85.76693227,47.66311167,6.742094037,36.4,4.831237848,42.64557388,320.1071987,85.14960936,12.52,12.79016841,83.41944575,80.08174708,44,46.33139584,,15.1,13.1,136.4917224,16,0.93031195,,25.15386674,35.8,24.49662311,5.369345916,34425,57.8502115,10.96236367,12.60560366,9.7,26712,22.19227314,19.20110812,9.561245882,0.965858041,0.396825397,0.056154537,3.575172207,84.05211141,1.179310618,50.82734352,89.64165734
01063,36,6.2,5.6,16.46341463,26.5,45.9,3.2,33.1,15.15754561,8.6,32.25806452,1295.628662,51.84534271,17.01244813,34.30924,11.6918,11.6918,61,86,72.5,41.95402299,12.63333333,45.7,4.830378766,49.7098646,1113.408621,78.18084346,12.87,16.28264209,76.60361842,67.5733024,51.6,,,20.9,22.7,297.8204955,26.6,20.95437773,,31.49011211,47,21.58396947,5.123339658,26504,,9.104250477,8.671792104,,8553,23.29007366,17.9235356,80.19408395,0.245527885,0.187068865,0,0.958727932,17.90015199,0.108721914,52.54296738,100
01065,29.2,5.6,5.1,14.2557652,21.8,35.9,6.1,35.3,58.30583756,10.1,47.82608696,1260.722641,42.57821689,16.0899517,12.98196,13.17176,6.58588,65,237,78,48.82962963,9.801367633,36.8,5.6,59.0525456,169.6379989,69.23076923,12.92,20.20117351,86.06605433,82.98319945,41.5,,,18,17.4,317.7555607,22.9,0.226269137,,36.14087714,43,20.65707065,4.5587066,33315,70.56352818,37.74860355,36.98530422,12.1,15184,23.33377239,17.30110643,57.76475237,0.177818757,0.256849315,0.00658588,1.251317176,39.98287671,0.477211425,52.80558483,89.16878173
01067,20.6,4.4,4.4,8.333333333,17.5,35.2,7.5,28.8,31.51658768,12.6,25,607.3928386,45.39490947,16.94630873,28.90842,29.08668,17.45201,57,171,77.5,59.06242166,7.442270922,27.4,5.474993572,30.11012624,318.1966302,71.64317079,12.46,12.45474294,86.758062,83.51085015,35.2,103.7411658,,13.4,14,205.2264332,15.9,0.998805007,,19.87133312,36.8,21.10637454,5.603561142,39930,,30.64293877,32.19138476,12.8,17190,21.23327516,20.76207097,26.89354276,0.34904014,0.709714951,0.017452007,2.559627691,68.44677138,1.11458142,51.84991274,87.75286094
01069,21.1,4.7,4.5,9.344297309,19.4,33.6,6.6,30.5,53.47671522,13.5,22.97297297,697.2785826,51.69082126,15.86992999,89.70946,60.46471,111.33186,64,1067,88.41705717,55.67834647,6.80956417,31.1,5.031524883,43.21916694,442.1942038,64.51789492,12.37,13.51665376,88.41229048,87.45964638,26.8,72.15657978,9.032664636,14.6,12.9,317.4826322,17.4,7.332037672,13.81468405,16.2338579,38,20.49395861,4.364118979,40124,56.69366669,48.99571781,45.61687501,4.3,104193,23.74055839,16.1143263,26.40196558,0.51155068,0.903131688,0.077740347,3.338036145,67.32506023,0.754834362,52.1186644,33.80405133
01071,20.7,4.9,4.7,8.766391452,20.2,30.6,7.6,32,36.56602852,13.4,21.53846154,243.3090024,53.95275865,17.93576494,60.43323,34.1783,39.87468,53,585,87.83675214,43.69628637,7.208444178,28.8,4.759969276,28.03304079,273.5455962,93.62697359,13.16,9.695682944,89.30364017,87.02275774,37.3,95.51503831,9.341317365,15,12.5,69.09617742,14.2,4.084924139,14.49869197,30.04235436,35,22.70692807,4.91011984,36923,49.92249911,53.78597525,24.58751432,3.8,52665,21.73929555,18.56261274,3.467198329,1.594987183,0.527864806,0.117725245,2.865280547,89.37624608,0.668796167,50.68071774,77.01730325
01073,19.1,4.5,4.5,11.21925758,16.8,33.7,5.9,28.3,77.6535159,14.5,16.31799163,801.5042219,44.5941421,14.65338165,101.59535,81.71999,128.33066,66,7918,79.88033594,66.40474501,6.308504873,29.4,5.468051389,43.15600599,717.396179,76.38091042,12.71,18.00351006,85.12743964,84.41650954,32.1,93.51595687,10.81179029,14,12.5,623.0518204,18.4,11.42199203,17.32077417,16.77881849,40.5,18.45206392,4.68066992,44852,,66.73039158,62.79911032,16.1,660793,23.13205497,14.28208229,42.54009955,0.335203309,1.59384255,0.060684662,3.757303725,50.83195494,1.520742571,52.77749613,9.833765145
01075,22.3,5,4.8,9.916589435,21.4,32.5,7.4,33.1,21.68360341,12.1,45.45454546,329.6163826,49.43968359,15.85085704,,21.29774,14.19849,56,176,82.5,50.16722408,7.138994051,28.3,4.287715517,33.83020091,49.73533696,90.20386073,12.4,12.53071253,81.78499726,79.35258777,32,,,15.3,13.4,83.00132802,17,0.358371226,,26.53327961,35.8,20.07548089,4.86303478,34553,49.95798319,23.5856041,20.22571516,,14086,21.72369729,20.48132898,11.1245208,0.177481187,0.070992475,0.014198495,1.448246486,85.80860429,0.577606635,51.24236831,100
01077,19.2,4.5,4.6,10.02528633,18.9,31.6,7.2,29.6,62.65734718,13.6,28.16901409,382.5290139,32.02547883,14.99590092,49.57057,48.3372,114.93512,67,1045,90.31866029,59.2429701,7.180575092,26.3,5.140210991,33.13857291,179.5583081,67.11916349,13.06,15.05221932,87.09677419,85.11592376,29.8,59.92070069,7.919049714,13.8,11.6,70.84482453,15.3,5.579330606,5.746404008,16.85573961,37.2,18.788599,4.132066033,41324,44.68733338,49.68122091,46.16561488,6,93096,20.47348973,18.2370886,10.26896967,0.494113603,0.867921286,0.053708,2.420082496,84.74048294,0.797439081,52.06346137,49.29510619
01079,19.8,4.7,4.6,9.511278196,20.3,36.3,7.6,34.9,48.87736976,13.8,27.45098039,295.5257403,50.32630522,18.16363701,23.81874,5.97425,71.69101,56,383,89,51.36125015,8.242779525,23.2,4.529153781,33.15260513,194.2107626,110.4608804,12.54,10.26785714,89.56419317,86.95506138,46.1,71.50750829,7.678244973,14.3,12.4,84.51299387,15.3,1.644458268,9.910606331,26.39462053,35.6,22.59824273,5.860284605,41574,49.25343811,64.47278193,30.59107296,4.4,33477,21.73432506,16.805568,11.30029573,5.827881829,0.24494429,0.020909878,2.168653105,76.36885026,0.119047619,51.2949189,91.28978712
01081,21.7,4.5,4.5,7.779020738,20.3,29.5,6.1,23.2,62.72433635,16.2,28.08988764,519.4999219,23.08362369,16.07047842,45.71565,27.87592,68.71738,61,1526,86.91939712,68.05210604,5.593291996,26.4,6.242146772,33.12801369,218.2435626,45.94216839,12.89,19.44896116,83.71639104,82.67272534,26.7,54.79280492,7.013237486,14.2,9.6,178.2330839,17.5,11.35168028,7.072682868,12.86820025,38.2,19.81711933,5.073244605,41256,40.55838688,29.8322092,27.56594262,5.9,154255,21.56299634,10.26093157,23.38854494,0.424621568,3.306862014,0.102427798,3.947359891,67.71449872,1.691000281,50.71472562,27.40949896
01083,19,4.4,4.4,9.493310561,18.6,33.5,7.7,31.6,52.80737358,14.6,26.08695652,248.7051361,37.23463377,16.08029325,32.64112,27.53698,33.04438,66,829,89.84016888,55.08752963,6.102624564,18.9,4.772889809,27.73244735,123.5725582,61.97532255,13.02,12.07311207,88.0612581,86.57104724,38.5,53.88194955,6.567675614,13,10.8,154.2508505,13.5,3.949861455,4.489572967,19.45344429,36.2,20.42111174,5.075222883,51175,38.49463989,39.6688225,30.69432641,3.8,90787,23.40973928,13.80263694,13.19792481,0.826109465,1.419806801,0.172932248,5.794882527,77.22471279,1.500238424,49.69103506,57.60914208
01085,31.5,5.7,5.2,13.29113924,23.1,46.4,2.8,30.8,1.548809629,9.8,52.94117647,1188.173529,55.39263604,15.33431052,9.34317,9.4518,,68,153,77.5,46.1954262,12.90322581,42.7,5.577666049,62.0474893,554.4723373,95.5092626,12.87,24.82352941,79.06705539,75.1710267,57,94.84066768,,18.2,19.2,564.7840532,25.6,26.21925005,,47.93259164,43.7,19.12934935,5.661820964,30675,,14.70195467,14.48182166,23.3,10580,23.10964083,17.41965974,72.38185255,0.283553875,0.236294896,0.028355388,1.228733459,25.34971645,0.029339853,52.32514178,100
