fips,poor_or_fair_health_percent,poor_physical_health_days,poor_mental_health_days,low_birthweight_percent,smokers_percent,obesity_percent,food_environment_index,physically_inactive_percent,access_to_exercise_percent,excessive_drinking_percent,alcohol_impaired_driving_death_rate,STI_rate,teen_birth_rate,uninsured_percent,primary_care_physician_rate,dentist_rate,mental_health_provider_rate,mammography_screening_percent,high_school_cohort_size,high_school_graduation_rate,some_college_percent,unemployment_percent,children_in_poverty_percent,income_inequality,single_parent_households_percent,violent_crime_rate,injury_death_rate,particulate_matter,severe_housing_problems_percent,drive_alone_percent,Driving alone to work - 95% CI - Low - 2016,long_commute_percent,child_mortality_rate,infant_mortality_rate,frequent_physical_distress_percent,diabetic_percent,HIV_rate,food_insecure_percent,limited_access_to_food_percent,drug_overdose_mortality_rate,motor_vehicle_mortality_rate,insufficient_sleep_percent,uninsured_adults_percent,uninsured_children_percent,median_household_income,free_lunch_percent,segregation_black_to_white,segregation_nonwhite_to_white,homicide_rate,population_2016,age_under_18_percent,age_65_or_older_percent,black_percent,american_indian_percent,asian_percent,hawaiian_or_pac_islander_percent,hispanic_percent,white_non_hispanic_percent,not_proficient_in_english_percent,female_percent,rural_percent
13051,16.8,3.8,3.8,9.981844719,17.3,28.8,6.3,24.1,85.37008539,17.4,26.62337662,615.6985031,42.77521715,21.78327995,84.40061,62.81341,105.86529,70,2214,70,67.00590218,7.282636749,27.5,4.931369493,44.28358456,395.8232542,65.82145321,12.78,19.42492013,80.3456392,79.52934914,22.7,62.85534699,8.31630136,11.7,11.4,677.8338787,19.2,5.866539094,9.782319531,12.95063926,40.4,26.28648427,9.739891674,50154,57.60397608,47.61740517,44.07254863,10.5,283379,22.18124843,13.59416188,39.32189753,0.312302605,2.762378299,0.162326778,6.04032056,49.76656704,2.051676179,51.77800755,4.504993814
13053,17.8,3.8,3.7,7.614678899,18.4,28,4,27.5,45.28268394,24.2,25,176.4209557,37.30512249,14.85137655,38.93475,439.3005,,49,91,67.5,75.10810811,9.846917667,22.4,2.717193748,17.97188755,77.28970759,41.08463435,12.75,10.9375,51.76543786,44.9505343,16,,,11.7,5.1,136.239782,22.6,21.71273381,,13.0271557,37.4,19.8630137,6.057007126,45933,,23.96444858,16.87319217,,11837,22.56483906,4.139562389,18.12114556,1.267212976,2.813212807,0.785672045,15.03759399,60.02365464,1.352990576,32.72788713,29.51983669
13055,19.3,4.4,4.2,9.393799167,19.3,35.6,6.8,27.5,49.26004228,14.6,8.333333333,260.447036,72.70311314,21.92734612,7.95608,36.08805,28.06849,56,295,72.71016949,33.24001768,7.861095211,28.2,4.486703281,39.67561911,163.3828559,94.15756218,13.09,19.31514179,85.82254868,83.19021179,33.4,91.03914683,,13.4,12.1,264.3662168,18,3.850596998,14.51149046,29.30054621,37.4,27.39301802,8.480863261,34830,59.15426412,28.95270941,20.46085334,,24939,22.59513212,16.45615301,10.19688039,0.39295882,0.601467581,0.308753358,4.78367216,82.76594892,1.536736304,48.77501103,57.55910052
13057,12.9,3.4,3.4,7.344064386,13.8,25.5,8.1,21.6,79.68471537,17.6,18.05555556,137.81262,24.32975322,19.2053989,34.20611,48.05507,73.16492,64,2764,78,69.39905621,5.564159387,12.6,3.986835009,25.25411936,99.91865302,45.5426401,13.31,15.23013103,80.50959187,79.07132921,52.8,42.24757077,4.768960089,9.8,8.9,156.4813568,10.7,5.968438474,14.17170796,8.521403369,34.3,23.18805927,10.37651605,71168,26.03729546,31.17213234,24.5761244,1.8,230985,25.96532242,11.92371799,6.082646059,0.494837327,1.870251315,0.090482066,10.05130203,80.14329935,2.794920083,50.68597528,17.10272177
13059,22.9,4.6,4.4,8.641516447,20.2,25.1,4.2,24.6,84.57768563,16.5,19.23076923,610.3138044,21.88555678,23.5788473,69.26978,56.22716,233.17733,65,767,69,68.78619802,6.907849119,39,7.178955308,42.95201163,365.142083,45.06846355,13.17,23.94916911,74.98780131,72.91756965,17.5,40.90225564,4.885551434,15,9.8,306.3419506,21.6,21.39526266,9.93188383,9.24354928,37.5,26.99188032,11.18955334,31487,76.26557325,35.83184315,29.48247617,4.4,120938,17.61646464,9.721510195,27.05022408,0.401858804,4.42623493,0.119069275,10.78734558,55.99398039,3.292831214,52.31771652,5.859622667
13061,34,6,5.3,12.7946128,25,31.1,5.5,30.7,28.08671065,8.9,0,288.8318357,54.96183206,21.82916307,32.84072,0,,52,,,35.67753002,11.02620087,56.4,4.809830939,72.18543046,201.0644589,114.9718958,12.42,13.61867704,66.62576687,,42.4,,,20.1,22.8,807.6923077,25.4,1.062391011,,,45.1,26.5597148,9.379727685,27512,96.80232558,,,,3102,21.82462927,23.27530625,59.47775629,0.290135397,0.515796261,0.064474533,1.096067054,37.58865248,0,53.12701483,100
13063,20.7,4.3,4.2,10.80012378,19.8,39.5,4.7,26,82.47617799,12.6,16.52892562,491.184258,51.08003605,26.24815541,32.17016,26.91166,49.33805,54,3750,56,52.45832535,9.348700038,36.4,4.207140077,49.57877683,549.5895559,45.38066753,13.18,24.06653484,77.98275479,76.33448707,46.8,44.0933187,7.969428749,13.6,14,914.1211032,22.8,14.26130877,8.77577885,9.59823218,46.9,33.73478717,9.757109158,42985,79.09939382,30.22486448,26.7758649,11.5,267542,28.25425541,8.286549402,66.29239521,0.621210875,5.262351332,0.108020423,13.13214374,13.47975271,6.209383306,52.60781485,0.887735907
13065,22.1,4.7,4.4,12.56906077,20.6,30.3,6.3,29.8,0.838481906,13.7,18.18181818,565.6445371,89.22880816,24.14866033,14.7167,14.63915,,52,106,77.5,36.94524496,8.742386242,40.6,7.332888113,48.89129259,486.97346,67.87263552,12.25,13.51351351,85.24083076,80.28491888,25.5,,,14.7,13.7,645.994832,20.9,2.991931754,,29.37104015,39.4,29.77473066,10.78212291,31577,69.63276836,18.05145195,14.68117641,,6831,25.91128678,14.96120627,27.71190163,0.805152979,0.219587176,0.08783487,4.201434636,65.68584395,0.71637903,50.958864,60.4295381
13067,13.9,3.4,3.4,8.343396009,13.9,22.4,7.1,18.3,88.8150762,17.4,24.56896552,273.2379474,26.15795451,21.21743988,69.71653,63.74995,120.11256,64,9393,76.44607687,73.61809045,6.036477231,17.8,4.592000284,31.10213045,263.6574663,47.41005751,13.22,17.30358277,79.79817792,79.05462093,49.5,44.91265336,6.34673199,10.4,9.3,350.6875617,14.2,8.644018863,14.2418885,8.52372578,35.6,25.21788048,11.60613635,66970,40.88234791,41.69276956,36.54105843,4,730981,24.61897095,10.58399603,26.14035112,0.47744059,5.131870733,0.071547687,12.72427054,53.87540853,3.982781577,51.64730684,0.246193019
13069,22.5,4.5,4.2,10.33519553,18.9,32.3,6.1,34,57.50070828,14.5,14.63414634,312.7171647,77.60430932,25.50792652,55.52985,30.36603,11.67924,60,532,70,41.8365584,8.484259841,38.5,4.830357758,41.97026022,341.2353831,70.19218621,12.47,16.18692855,82.77511962,78.45661797,20.3,66.21306909,8.616880248,14,12.5,266.5683578,19.4,8.04117108,11.60981726,19.87796948,37.9,31.6453615,11.74736466,33125,66.60298051,35.8291404,32.49551022,5.1,42811,24.68057275,12.34262222,27.51162085,0.397094205,0.910980823,0.065403751,10.91308309,59.39127794,1.625487646,48.72579477,66.58324677
13071,23.4,4.7,4.4,11.22118499,20.4,36.8,6.4,33.8,58.91467757,13.7,25.92592593,286.1044281,79.66516178,28.29776977,43.21988,23.86014,34.70565,63,608,78,38.66623398,8.241758242,39.9,5.060914077,43.52567755,388.0169947,83.95020703,12.09,18.68062163,73.47258778,70.45714885,21.5,77.058347,7.432181345,14.8,13.8,315.6548478,17.8,8.182154475,10.82923026,22.34193865,38.5,35.69457222,12.29705585,33509,67.25311551,35.97101792,26.32651554,9.5,46102,26.84048414,13.9625179,22.56735066,1.357858661,0.954405449,0.147499024,18.26601883,57.08646046,7.833392498,50.36657846,58.94984395
13073,12.5,3.2,3.4,7.957898879,13.9,29,8.3,23,71.24696702,16.6,20.83333333,155.7431226,22.19578624,15.02008167,112.98517,55.29345,53.85726,57,1767,80,71.84207577,5.907470042,13,3.630292462,23.99543705,90.44929302,47.32467224,12.83,11.21388603,85.74283478,84.67222679,30.2,49.18305499,6.764896673,9.4,9.2,214.9131004,11.7,2.21767563,11.07555993,11.22776787,33.8,18.31193584,7.790398628,68067,25.47992305,17.62129174,12.61283151,2.2,139257,25.96135203,11.78755826,16.23257718,0.412187538,4.214509863,0.189577544,6.240260813,70.49053189,1.607584501,51.08253086,16.22774137
13075,20.7,4.3,4.2,11.54299176,18.8,28.7,6.5,27.4,56.51289798,13.9,18.75,395.9108905,69.035533,23.91782328,52.73644,29.04613,23.2369,61,230,79,49.35093509,8.427876823,33.7,4.931955547,34.49955713,243.2678273,65.54307116,12.18,14.38569207,82.39446766,77.86486466,36.2,114.7102201,,13.5,13.3,242.0419539,18.8,5.439195428,,16.75673411,39.1,29.42047586,11.63190712,32408,61.83618362,9.615450238,9.113364719,9.7,17214,26.59463228,14.74381318,27.37887766,0.371790403,0.801673057,0.058092251,6.064830952,64.41849657,1.754939713,51.63239224,59.41203811
13077,13.7,3.4,3.5,7.192075797,14.5,27,7.4,25.1,60.54650989,16.3,26.47058824,138.2428645,35.03324446,16.8588045,45.05181,37.61866,56.79681,61,1899,71.95023697,61.17499302,6.243599783,17.2,4.002061704,29.45157931,191.3136873,49.64767166,13.07,15.59969772,81.0576031,79.70152861,45.7,41.77620917,4.119031607,10,10,161.9082583,13.7,6.843132763,10.50840673,9.47019875,35.3,20.45140376,8.746226494,60809,40.77501281,35.26564638,31.36345569,4.2,135571,25.69723614,12.40530792,17.61143607,0.415280554,1.858804612,0.099578819,6.682845151,71.9475404,1.895456288,51.15622073,32.93275839
13079,17.5,3.9,3.9,9.455587393,16.9,28.4,7.4,32.6,10.17418844,14.9,14.28571429,190.4761905,34.95217071,21.30318642,7.99744,,,55,162,62.5,51.58813264,7.491627005,31,3.838546069,46.21818182,296.3778949,60.30597347,12.92,17.0575693,86.21589085,83.68195091,53.1,,,11.8,13,534.3082115,17.1,0.040953338,,18.00301551,36.3,25.18122854,10.08614501,43111,72.67818575,37.0110216,35.93197898,,12387,21.21579075,16.86445467,21.02203924,0.589327521,0.363284088,0.072656818,3.108097199,73.7466699,0.058873003,49.39049003,100
13081,23.4,4.7,4.4,13.5534318,20.2,30.1,3.9,31.2,72.55428986,12.5,7.692307692,525.2901805,84.5626072,20.95335725,77.13404,43.60338,21.80169,64,342,61,53.24903407,9.206349206,45.9,5.969435931,55.72765957,473.6472242,62.14405503,12.46,19.83098592,80.96853433,77.35554678,16,70.90423757,9.579341941,14.7,15.2,576.3095606,24,19.00720167,,13.42625932,40.9,26.54369911,7.509218907,31176,71.17974919,25.86541578,26.47534905,14.5,22934,24.90625273,15.99808145,43.14118776,0.279061655,1.042120869,0.078486091,3.161245313,51.29066016,0.400497169,52.37638441,47.02845685
13083,14.3,3.6,3.7,9.682668837,15.5,32.2,8,26.9,67.67269885,16.9,9.090909091,66.70709521,31.83673469,19.95961479,24.23214,30.50827,,57,161,82.5,49.71324296,6.501625406,21.5,4.37961018,28.26154323,290.6513776,86.89670155,13.27,11.60092807,79.49034114,75.79391945,50.1,72.53209545,,10.7,9.9,105.999576,13.6,1.390741343,,16.35731258,33.6,23.64696087,9.474292317,42953,45.75824176,,27.28254236,,16389,19.75715419,16.99920679,1.305753859,0.536945512,1.13490756,0.061016536,2.050155592,93.86173653,0.217127531,50.77185917,72.12769795
13085,13.4,3.5,3.7,6.592238171,15.3,28.8,8.2,23.1,84.72010748,16.7,11.11111111,124.8773526,39.93017674,21.95711752,66.12007,34.84776,104.54328,62,226,84,54.90304709,6.102289513,18.2,4.55389234,31.96904907,65.03776625,90.89126909,13.47,16.6064982,79.52936277,74.93262688,55.3,54.90117788,,10.4,10.4,100.550381,13.1,0,19.09939029,19.27005049,34.3,25.6000589,12.5095057,57491,41.6117006,,9.72985131,,22957,21.80162913,17.92917193,0.744870846,0.439952956,0.657751448,0.065339548,4.020560178,92.96510868,0.455249449,49.91070262,80.30900134
13087,23.2,4.6,4.4,11.70483461,19.5,30.9,5.6,28,64.7259536,12.5,30,599.8037006,78.64668348,22.33416548,43.86125,33.06392,33.06392,58,380,72,46.97847068,8.331143233,40.6,6.05650403,53.20967976,443.8309873,80.88861926,12.12,22.57142857,81.17481957,78.10089717,25.6,64.34776392,7.676203768,14.7,14.9,545.5271211,22,6.794312825,,28.8132541,38.7,28.17788523,9.07170024,33968,67.31873654,36.55361422,31.78765935,7.1,27220,24.70977223,15.44452608,40.94048494,0.797207935,0.67229978,0.128581925,5.613519471,51.57972079,0.573792888,51.36664218,56.47582789
13089,16.3,3.7,3.9,10.08376289,14.3,26.5,5.9,21.1,96.20707248,16.6,22.92358804,406.030924,41.55707867,22.18731449,106.26069,56.22015,229.0348,61,7735,59.72243051,69.55098945,7.298674491,33,4.956883651,44.76570708,604.9735018,46.1621075,13.27,22.16062813,72.01667058,71.14549945,47.7,65.24530443,6.990696019,11.6,11.8,1247.876257,20.1,8.50154788,6.814182835,10.02160189,41,26.79473365,9.797147001,50597,64.28644539,73.92544965,64.91530199,12.2,722161,23.72158009,10.3500466,53.56381749,0.507227613,5.858388919,0.079206714,8.900923755,29.87837892,5.477260759,52.47707921,0.263046454
13091,19.4,4.2,4.1,10.95183486,18.3,31.2,6.6,30.9,47.53624518,14.7,31.25,253.1764265,63.60792492,20.46477674,47.12313,42.90618,23.83677,53,242,73,46.02973169,10.01724824,36.9,6.047637703,40.51054384,400.8316008,63.02190011,12.64,11.15853659,84.73360656,82.05775877,31.4,66.45877,,12.9,13,349.3982586,20.1,1.152704896,,17.27310776,38.8,24.88177217,8.718170048,32293,,23.71841185,24.2625979,6.7,20976,20.91437834,15.18878719,29.34305873,0.395690313,0.457665904,0.166857361,3.413424867,65.56540809,0.661889121,47.80701754,72.22884933
13093,25,4.8,4.4,11.52614728,21.5,34.1,4.3,31.9,31.15699155,12.5,15.78947368,453.9740187,56.13797768,24.28515853,,28.19284,,68,91,72.5,33.38603426,9.752953813,39.5,4.969402297,44.53579993,350.1135503,49.38542581,12.59,17.41741742,85.51464064,,23.1,,,15.3,16.6,549.7661443,24.2,15.40868574,,21.79210333,42.1,29.06108296,11.74872666,31103,86.39455782,11.43064492,12.8360319,,14188,19.78432478,15.66817029,48.85819002,0.183253454,0.662531717,0.077530307,7.287848886,42.22582464,0.657174151,45.9543276,53.66671136
13095,26.3,4.9,4.5,13.28703281,21,37,3.2,29.1,70.72489822,11.6,8.163265306,756.6057502,67.52139892,20.36705979,92.50395,59.5193,94.14871,64,1119,60,56.87643703,9.36194357,47.4,6.392042874,62.64063106,818.0337836,48.1430974,12.24,24.13697105,76.44489649,74.62259923,12.4,102.5832323,10.86762872,15.6,15.6,797.4149164,26.7,20.55538778,6.788696463,11.05397368,45.2,26.39321849,6.250777718,32150,76.70670038,50.89882918,49.79502913,9.3,92407,24.88880713,13.55633231,67.82819483,0.26404926,0.969623513,0.18072224,2.6091097,27.2923047,0.471942446,53.49378294,13.95971025
13097,18.4,3.9,3.9,9.376476146,17.3,33.9,6.3,26,76.11005793,14.7,28.39506173,343.3578909,35.12962424,21.21572024,43.26179,43.95573,64.13213,58,2017,71,62.81045581,7.448792328,20,3.881814914,36.45027287,289.2902795,49.14593947,13.12,17.60156846,80.23166287,78.52724041,52.4,53.15927596,7.097670113,11.7,11.8,201.3285831,17.2,10.06048019,11.48790348,14.95986853,42.7,26.38779238,9.688219293,54581,52.00794439,32.00979302,31.34343691,3.7,138776,26.91459618,10.29500778,42.16074826,0.42154263,1.703464576,0.162131781,8.905718568,44.9436502,2.075890548,52.06591918,15.75719583
13099,21.5,4.4,4.2,13.24863884,19.5,30.6,5.6,31.2,58.07594477,12.4,33.33333333,783.4623372,67.68249469,19.86955509,47.42933,38.12792,57.19188,54,182,77.5,51.82638591,9.01428237,40.6,5.553466159,52.64143874,582.1875387,75.89360087,12.28,16.34146342,87.18692328,82.13902196,29.5,135.4035024,,13.8,15.9,299.1944764,22.6,5.5409396,,35.19566181,40.1,24.78362184,8.792411529,34906,70.15260323,23.0564496,20.87540393,,10491,25.16442665,18.38718902,49.53769898,0.44800305,0.562386808,0.01906396,2.211419312,46.46840149,0,52.75950815,65.95203488
13101,21.6,4.4,4.2,7.262569832,18.9,29.2,7.7,28.4,18.34407536,15.4,66.66666667,,40.56795132,33.48189415,,,,,,,34.1991342,5.859802848,37.1,4.714285714,39.62432916,81.3404913,64.29277943,12.12,22.47191011,68.42105263,60.2840233,39.5,,,13.9,11.6,345.1521807,14.3,2.697442204,,,37.4,40.33280507,17.48878924,34444,66.1209068,,11.90051194,,4003,27.67924057,11.29153135,4.671496378,3.122658007,0.549587809,0.199850112,28.12890332,63.60229828,11.59989526,50.68698476,100
13103,13.6,3.4,3.5,8.664803268,15.5,33.7,7.9,23.3,46.9722488,17.6,28,221.4174469,32.66475645,16.71919058,25.70883,10.82583,21.65166,67,827,80,56.71051735,6.211227403,16.7,3.850629896,28.38475747,120.577002,57.07546813,12.73,14.84983315,86.0584062,85.29987916,54.6,60.95289696,7.266509938,10,9.6,92.9800093,13,4.005106908,11.03130439,20.00219202,36.3,20.6579065,8.184176394,61195,33.81931789,33.63257572,35.5716492,4.5,55423,26.94188333,10.84026487,13.71271855,0.411381556,0.923804197,0.13532288,3.682586652,79.63300435,0.305370936,50.13261642,67.05263158
13105,18.3,4.1,4,9.776078646,16.6,32.4,6.1,29.3,44.72875136,13.6,34.61538462,279.4147531,61.29102369,20.86267606,30.61381,41.1565,30.86737,56,229,69,32.11267606,8.734643735,31.9,4.419064396,38.05549289,367.4047713,90.29798335,13.05,13.39805825,87.63873474,85.04239365,21.6,77.63975155,,12.3,13.6,206.1605627,19.3,8.117206141,20.43561928,27.00820196,38.4,25.54492978,8.532272325,35351,64.2653126,28.97373416,28.43257807,,19438,22.04444902,19.09147032,28.71694619,0.360119354,0.859141887,0.04630106,5.489247865,63.7051137,1.568500189,52.12470419,70.61886343
13107,23.5,4.8,4.5,10.6870229,21,33.6,4.7,30.4,23.56845739,13.1,20.68965517,720.5869508,73.16620241,22.65903445,43.73114,13.18392,92.28741,55,261,75,42.09105633,10.71637256,45,5.157703972,49.04862579,417.8272981,91.72208209,12.75,17.08821715,78.58958069,74.85380238,32.9,87.13078331,8.278145695,15.1,14.3,503.2928201,22.2,15.51501097,14.59427904,24.69667418,41.7,29.13927771,7.916241062,30119,71.10144264,25.35874922,21.90160531,13.5,22755,25.07141288,15.8382773,33.82992749,0.369149637,0.685563612,0.043946385,4.623159745,59.77587343,1.868053914,51.05251593,66.88202496
13109,21,4.4,4.2,9.704968944,18.6,35.3,6.9,29.6,63.04545455,13.7,26.66666667,542.6139021,89.79591837,24.19300034,36.92421,27.52799,,53,96,72.5,39.23611111,6.553552492,38.5,5.30236954,48.5549133,186.0297648,56.77343736,12.72,15.29126214,72.28474221,65.77099139,33,,,13.7,13.5,476.7441861,18.6,1.914476782,,26.13627454,39.6,29.99015102,11.64503683,33293,76.92307692,24.14005783,20.67200454,,10898,26.72967517,15.07616076,29.81280969,0.559735731,1.183703432,0.348687833,12.02973023,56.248853,3.881369427,51.65167921,61.28181818
13111,17.1,4.1,4.1,8.311170213,16.7,26.1,7.7,25.7,89.401233,13.6,25,80.87859697,47.96688581,24.83082602,71.54882,29.46996,54.72993,64,204,83,39.78007762,7.756147541,32.3,5.021837137,33.65981844,418.5979143,100.5891651,13.44,16.63346614,77.58451739,71.68724421,23.6,91.11617312,,12.5,13.8,88.0324742,15.6,0.038286209,29.57538202,21.83088342,33.6,28.7384031,12.53664036,37813,53.54200989,,36.26471639,,23753,17.71144698,25.60518671,0.774638993,0.366269524,0.488359365,0.037889951,2.012377384,95.15008631,1.104630612,51.13038353,100
13113,12,3,3.3,7.441860465,12.7,29.2,7.9,20.6,84.7175955,15.5,20,112.5330159,11.4876324,14.10153996,109.81405,92.0995,134.04581,67,1828,87,74.81794146,6.196525797,9.7,4.057424141,21.82184423,78.52326793,43.67847417,13.12,13.84330334,80.93185037,80.51525642,48,41.84411672,5.893248022,9,11.3,184.6589338,11.6,6.799889348,8.293580462,8.580077596,37,16.33471732,9.185698308,79069,26.14319755,41.7650246,34.28506809,4,109664,23.89571783,16.16483076,21.50660198,0.449555004,4.463634374,0.118543916,7.056098629,65.00401226,1.320796739,51.58940035,18.17823529
13115,18.1,4.1,4,9.682918514,17.4,28.5,6.4,29.6,71.27817519,15,13.04347826,361.8328706,44.55958549,22.4709444,124.1899,43.72131,91.60655,62,1081,80.2839963,53.01360176,7.927840752,29.2,5.118169729,33.61285197,439.6473197,74.89280967,13.07,18.99856939,82.28103241,80.37082812,23.2,71.6021524,11.34751773,12.3,11.6,187.5298915,16.9,9.922523763,14.58024516,15.92458592,38.3,27.68501562,9.809788416,41814,57.39800599,45.40002768,40.28568684,4.8,96063,23.4741784,15.65535118,14.3780644,0.806762229,1.416778572,0.293557353,10.30157293,72.27548588,2.906718243,51.51515152,36.82216016
13117,12.1,3.1,3.2,6.850763031,13.2,26.1,8.9,18.7,80.66047142,18.2,25,35.11983313,14.74118138,14.30256407,42.47588,39.15772,41.60507,65,2335,90,75.32822021,5.30179529,8,3.95475843,13.26219512,141.1248657,38.45829357,13.43,13.69609313,79.92366412,78.77877599,48.4,25.42403661,3.662768282,8.9,8.6,56.84471243,8.5,3.636495117,10.89111438,10.27388395,32.2,17.57800647,8.032067253,86413,15.97425997,45.62513492,35.12608729,1.2,204302,28.85483255,11.116876,3.219743321,0.518839757,9.142837564,0.071462834,9.718945483,76.36391225,3.34843579,50.27753032,9.921885238
13119,17.9,4.1,4,10.37364798,17.3,26.6,7.4,35,28.87158124,14.9,16,223.8056088,63.0927037,22.59263495,22.71798,22.45778,67.37334,56,291,77,40.71630537,8.283638729,31.1,4.858674659,32.12435233,126.0859537,107.2698017,13.21,14.66208477,82.65128968,79.69419568,34.7,66.55062967,,12.4,11.9,135.5674855,16.4,1.406190138,24.18123838,26.54546396,35.5,27.52150117,9.546827795,38055,52.16680294,26.67326556,32.09315771,,22264,21.92777578,18.74775422,9.230147323,0.336866691,0.866870284,0.044915559,4.316385196,83.83938196,1.146118065,51.19475386,88.92863612
13121,14.9,3.5,3.5,10.62955505,14.1,22.4,6.2,18.7,90.24496487,17.7,23.92473118,451.6385705,38.29802565,21.0374036,103.42449,67.14717,174.8436,64,10657,69.15342029,75.84228197,7.188746859,25.2,6.323260785,42.64066482,855.6670613,54.79386132,13.21,21.301961,72.67191051,71.9708119,36.6,55.01920137,6.997225238,10.8,10.8,1307.286289,19.5,6.435660816,12.13499933,8.959663043,38.2,25.26389573,10.19052119,55516,51.60433504,73.58550269,62.91780497,11.2,996319,23.19166853,10.43320463,43.3507742,0.318572666,6.669952094,0.054801725,7.592849278,40.4990771,2.816988725,51.44567152,1.077688981
13123,17.1,4,3.9,8.05957074,16.1,26.5,7.6,28.4,63.96507847,14.2,17.64705882,99.32600213,58.88827738,28.0683031,52.48609,24.28111,58.9684,61,270,82,41.95693477,7.389369385,33,4.124363351,31.44097512,151.8993258,75.58685778,13.39,18.54480923,80.00579822,75.30126012,39.7,,,12.2,12.8,70.95158598,14.8,2.24805065,15.18727073,21.23721975,33.9,33.33733205,13.37142857,40010,61.44215164,57.13849185,32.60993167,,28829,20.4793784,22.00908807,0.648652399,0.63824621,0.447466093,0.52724687,10.8640605,86.77373478,3.066845318,50.10579625,87.64315001
13125,15.6,3.8,3.9,11.00917431,16.3,30.5,4.2,26.7,,15.6,50,509.2297899,46.08938548,18.31913246,32.23727,0,,47,,,52.34708393,8.398744113,24.6,3.797787905,24.63768116,0,109.8475058,12.87,9.745762712,90.19607843,83.96535304,39,,,11.5,11.4,,18.1,29.19871774,,,34.9,22.03389831,9.452736318,39643,46.5625,,,,3053,23.97641664,17.3599738,9.728136259,0.393056011,0.360301343,0.032754668,1.539469374,86.53783164,0,51.0645267,100
13127,16.9,3.9,3.8,10.51993535,16,27.7,6.3,29.2,84.99987441,14.3,25.42372881,503.5669324,63.00902487,21.20989945,55.2093,48.6766,101.00395,67,830,81,55.67943538,7.566960105,30,5.142502115,46.71177839,599.0626967,69.98963855,12.76,18.5000803,81.75235337,79.9696827,15.6,61.36090658,9.625527426,11.8,12.5,400.6792183,18.1,8.805637749,14.71159151,15.46723644,37,25.42608623,10.81191351,46737,55.81559174,56.90784553,50.77377887,12.3,82175,23.09583207,17.69759659,26.00790995,0.494067539,1.491937937,0.194706419,6.495892912,64.09857013,2.667282566,52.68999087,20.56614674
13129,18.6,4,4,7.741935484,17,29.3,7.2,24,43.362447,15.5,41.02564103,265.3946849,56.70816044,25.264911,48.42441,23.19482,32.1159,53,694,87.80763689,43.67178516,7.436556993,26,4.273957037,27.45193647,339.2388253,69.24533406,13.25,16.82729878,80.91865114,78.2046224,30,56.16447682,5.996472663,12.4,10.8,57.50558468,15.2,5.746022361,11.93531062,18.42954334,36.4,31.38142996,10.98513137,43880,57.11987889,34.40434428,33.03833733,4.3,56047,25.63027459,13.32809963,3.985940372,0.620907453,1.09907756,0.385390833,15.23899584,78.22541795,5.282538703,50.38628294,51.55836625
13131,24.6,4.8,4.5,9.5311299,20.3,31.1,6.3,31.8,59.04601975,13,47.05882353,255.5031447,72.77116744,27.93797863,43.5161,23.66024,7.88675,71,237,76,39.72734563,7.408829175,38,5.162060782,52.90004767,185.8319605,72.29279376,12.01,18.07732497,81.37819774,78.92827805,35.4,65.9605013,,15.2,15,441.5118141,19.5,5.372358895,,18.83249919,41.5,34.75334814,12.26158038,35237,63.33833298,32.85031113,23.98454688,6.8,25359,25.71473639,16.01798178,28.36073978,1.265822785,0.567845735,0.220828897,10.85216294,58.72471312,3.962296341,51.27568122,62.36056135
13133,21.3,4.4,4.2,10.15952981,17.4,30.2,6.9,30.7,42.52219582,11.8,32.14285714,347.9990057,50.59732959,22.39648162,61.27076,78.83566,18.19284,70,129,62.5,37.5872093,8.292759541,39.3,6.115014128,49.64274619,299.5805872,70.92022097,13.04,19.35483871,80.40335535,76.86597141,31.9,77.09505821,,13.8,16.8,137.3626374,18.3,1.703358967,,24.98572244,38.7,26.21978514,11.88875306,42823,66.2601626,42.20992427,40.80695078,,16490,19.09035779,26.24014554,35.603396,0.473013948,0.545785324,0.151607035,6.325045482,56.01576713,1.139041634,51.20072771,82.74978117
13135,14.9,3.3,3.5,7.782213806,13.7,27.4,7.5,21.3,79.58155816,16.1,25,218.9904115,26.64739511,23.62518665,58.76849,56.38314,80.75888,60,12700,72.92822835,63.6387292,6.143025839,19.9,4.034363167,29.06736361,234.8278404,36.12016605,13.35,19.84579916,79.36628299,78.6826223,53,42.16432309,5.551611364,10.3,9.7,219.0485583,13.1,7.675397369,6.552236445,8.937483099,39.1,29.00135586,12.08572091,59858,47.37275515,33.31863668,29.93474073,4.4,877922,27.83242703,8.584133898,25.33471083,0.821826996,11.52585309,0.109576933,20.47698998,40.59221662,7.864588471,51.01899713,0.485520681
13137,16.7,4,3.9,7.893347413,16.5,31.5,7,29.4,87.69777654,15.3,23.68421053,147.0588235,51.74449812,23.2297549,57.73672,45.7122,38.85537,66,432,78,45.39775859,6.982411528,22.3,4.309275036,25.83375315,163.3389595,74.0442507,13.31,14.40564137,82.9306979,80.27924298,30,46.49910673,,12,11.1,74.83992571,13.6,10.85031813,8.42447079,17.63715383,35.3,28.52768456,11.1567093,40994,52.74844721,52.2139749,25.63993966,,43752,23.18979704,17.3980618,3.819253977,1.026238801,2.500457122,0.287986835,13.61537758,78.6615469,3.455294522,52.61702322,58.76257522
